Date,Ingredients
2014-02,"2oz Gin (London Dry),.75oz Maraschino,.5oz Lemon Juice,.25oz Creme de Violette,Maraschino Cherry,Ensslin’sRecipes for Mixed Drinks, was the last American cocktail book published before prohibition.,Some have suggested that the Aviation’s name came from its pale blueish color, which resembles the color of the clear blue sky."
2013-10,"1.5oz Amaro Averna,1oz Bourbon,.5oz Tawny Port,1 dash Peychaud’s Bitters,Orange Twist"
2013-10,"1oz Aged Rum,1oz Blanco Tequila,3/4oz Cocchi Americano,3/4oz Aperol,2 dashes Cocoa Bitters,Orange Twist,Look for more drinks from Sable Kitchen and Bar soon."
2012-12,"Chilled Prosecco,1oz White peach puree and/or 2-3 White Peach Slices"
2013-03,".75oz VSOP Cognac,.75oz Rum,.75oz Cointreau,.75oz Lemon Juice"
2013-04,"1oz Gin,1oz Green Chartreuse,1oz Sweet Vermouth,1 Dash Orange Bitters,Luxardo Cherry,Lemon Twist"
2013-09,"1.25oz Campari,1oz Gin,.5oz Green Chartreuse,.5oz Dolin Blanc,.25oz Fernet Branca,Scant bar spoon Maraschino,Orange twist"
2014-05,"1oz Campari,1oz Cynar,1oz Fernet-Branca,Kosher Salt,Grapefruit Twist"
2013-09,"1oz Bourbon,1oz Carpano Antica,1oz Campari,Orange twist,Try this one with equal parts first as the flavor significantly changes with a higher volume of whiskey, bringing the drink closer to a Manhattan accentuated by the other ingredients, rather than the evenly balanced recipe featured above. Once you get a sense of this version, play with the ratios to see what you prefer."
2013-01,"1.5oz Brandy or Applejack,1.5oz Dry Vermouth,Dash Orange Bitters"
2013-03,"2oz Irish Whiskey,.5oz Dry Vermouth,.25oz Benedictine,Orange Twist"
2013-01,"1oz Plymouth gin,.5oz Sweet vermouth,1 dash Maraschino,2 dashes Orange bitters,Orange twist"
2013-03,"Chilled Brut champagne,1 sugar cube,2 dashes of Angostura bitters,Long lemon twist"
2013-03,"1.5oz VSOP Cognac,.5oz Green Chartreuse,.5oz Lemon Juice,.5oz Simple Syrup,2 dashes Angostura Bitters"
2014-06,"1.5oz Green Chartreuse,3oz Tonic,Mint Sprig,"
2013-12,"2.5oz Bourbon,.5oz Green Chartreuse,Yellow Chartreuse (optional),Elixir Vegetal (optional),8 Mint Leaves,2 Mint Sprigs"
2013-07,"1oz Cynar,1oz Green Chartreuse,1oz Domaine de Canton,Yellow Chartreuse (rinse),Peated Scotch (rinse),Try it with a lemon twist for some added citrus."
2014-03,"2oz Dry Vermouth,1oz Benedictine,.25oz Absinthe,Orange Twist"
2013-01,"1.5oz Brandy,.75oz Apple Brandy/Calvados,.75oz Sweet Vermouth"
2013-09,".75oz Gin,.75oz Cointreau,.75oz Lillet Blanc,.75oz Lemon Juice,Dash of Absinthe"
2013-07,"1.5 Ron Zacapa 23 Rum,.75 Domaine de Canton,.75 Fernet-Branca,2 dashes Rhubarb Bitters,Cherry"
2013-03,"1oz Absinthe,Chilled Brut champagne,Lemon twist"
2013-03,"1oz Green Chartreuse,.5oz St. Germain,Chilled Brut champagne,Lemon twist,1 dropper of Bittermens Boston Bittahs,If you don’t have these, any lemon or even orange bitters will do (Fee Brothers makes a few that are more widely available and typically run under 10 dollars)."
2014-11,"1.5oz Rittenhouse Rye,.75oz Green Chartreuse,.75oz Apple Brandy,While the Lord Baltimore Hotel is still around, the Diamondback Lounge isn’t."
2013-06,"1oz Dry Rye Gin,1.25oz Gran Classico,.75oz Punt e Mes,Orange Twist,For more St. George Gins, check outThe Great OutdoorsandHerban Botanist."
2013-10,".75oz Bonal,.75oz Campari,.75oz Cynar,.75oz Fernet"
2013-09,"1.5oz Campari,.5oz Gin,.25oz Cynar,.25oz Fernet Branca,1oz Dolin Blanc Vermouth,15 drops Orange bitters,3 Orange twists"
2013-05,".75oz St. Germain,.25oz Green Chartreuse,1oz Prosecco,1oz Seltzer,Lemon Twist,To make anElderflower Spritz, just leave out the Chartreuse and use 1oz of St. Germain."
2013-06,"1oz Rye,1oz Gran Classico,1oz Cynar,Peaty Scotch (rinse),Dash Urban Moonshine Maple bitters,Flamed Orange Twist"
2013-09,"Cilantro,4 Slices Serrano Pepper,1.5 oz Mezcal,.5oz Green Chartreuse,.75oz Domaine de Canton,.75oz Velvet Falernum,3 dashes Bittermens Mole Bitters,15 drops Hellfire Habanero Shrub,.5oz Gosling’s Rum,Lime twist,"
2014-02,"2oz Light Rum,1oz St. Germain,.25oz Maraschino,.5oz Lime Juice,.25oz Velvet Falernum,10 drops Bittermens Boston Bittahs,Lime Twist"
2013-04,"1.5 Irish Whiskey,.75 Domaine de Canton,.75 Cynar,Lemon Twist"
2013-06,"1.5oz Whiskey,.75oz Fernet-Branca,.75oz Sweet Vermouth"
2013-01,"2oz Bourbon,.5oz Luxardo Maraschino,1 Dash Angostura Bitters,1 Dash Orange Bitters,Orange Twist"
2014-02,".75oz Fernet-Branca,.75oz Green Chartreuse,.75oz Maraschino,.75oz Lime Juice"
2013-07,".75oz Rye,.75oz Green Chartreuse,.75oz Maraschino,.75oz Lemon Juice"
2014-03,"2oz NOLET’S Gin,.5oz Dry Curaçao,.5oz Maraschino,2 dashes Elixir Vegetal,Scotch (rinse),Lemon Twist,,While it probably would be tasty with any gin, the strong floral flavors ofNOLET’sended up really being key in this one."
2013-04,"1oz Rye,1oz Sweet Vermouth,1 Dash Orange Bitters,1 Dash Angostura Bitters,1 Dash Celery Bitters,Lemon twist"
2013-01,"1oz London dry Gin,.5oz Lemon juice,.5oz Simple syrup,Chilled Brut champagne,Lemon twist"
2013-01,"1oz Rye,1oz Lillet Blanc,.5oz Amaro Nonino,1 dash Simple Syrup,2 dashes Peychaud’s Bitters,Cynar (to rinse glass),Grapefruit Twist"
2014-03,".75oz Malort,.75 Campari,.5oz Gin,.5oz Rye,.5oz Fernet-Branca,.5oz Absinthe,3 droppers Hopped Grapefruit Bitter,Orange Twist"
2013-09,"1oz Aperol,1oz Bonal,1oz Cynar,.5oz Calisaya,.5oz Salers,4 drops Celery Bitters,2 dashes Urban Moonshine Bitters,"
2013-12,"1.5oz Rye,.5oz Laphroaig,.75oz Strega,.75oz Amaro Averna,4 dashes Aromatic Bitters,2 dashes Citrus Bitters,Orange Twist,.5 Bacon Slice,Check out below for acoupon codefor you guys to save a few bucks atBroquet. Just a small way to say thanks for reading.,In case you were wondering, I don’t get paid for this endorsement. They just sell some pretty cool stuff and it was a lot of fun creating a post and a new cocktail for these guys."
2013-11,"1oz Terroir Gin,1.oz Dolin Blanc,.75oz Salers,.5oz Cointreau,Orange Twist"
2014-02,"2oz Apple Brandy,1oz Dry Vermouth,.5oz Simple Syrup,Green Grapes,Tarragon,2 dashes Urban Moonshine Original Bitters,2 dashes Bittermens Boston Bittahs,Green Chartreuse (Rinse),"
2013-08,"1.5oz Hendrick’s Gin,1oz Cocchi Americano,1oz Aperol,.5oz Domaine de Canton,5 drops Bittermens Hopped Grapefruit Bitters,Lemon Twist"
2014-02,"1.25 Pierre Ferrand Cognac (1840),.75 Rittenhouse Rye,.5 Dry Curaçao,2 dashes Hair of the Dog Bitters,Lemon Twist,Absinthe (Rinse),"
2013-02,"1.5oz Gin,1.5oz Sweet Vermouth,.25oz Fernet Branca,Orange twist"
2013-06,"1oz Botanivore Gin,1oz Cynar,1oz Cocchi Americano,1 squirt Bittermens Orange Cream Citrate,Orange twist"
2012-12,"1.5oz Gin,.75 Amaro Nonino,.75oz Dolin Dry,2-3 dashes Chartreuse Elixir de Vegetal,Lemon twist,If you don’t have the Elixer de Vegetal (it’s not sold in the US) try rimming the glass with Green Chartreuse."
2014-03,"2oz Genever,.5oz Maraschino or Curacao,.25oz Absinthe,.25oz Simple Syrup,2 dashes Angostura Bitters,Lemon Twist,Curacaooriginates from the island of Curacao, a Dutch colony in the Caribbean.Triple Secis French."
2014-03,"1.5oz Gin,.75oz Dry Vermouth,.75oz Sweet Vermouth,.5oz Orange Juice,1 dash Angostura Bitters,Orange Twist"
2014-02,Folks have posited that perhaps the Last Word got its name because it was the last cocktail created at the Athletic club prior to prohibition.
2013-07,"1oz Bourbon,1oz Aperol,1oz Domaine de Canton,1 Luxardo Cherry"
2013-05,"2oz Hendrick’s Gin,.5oz Velvet Falernum,.75oz Maraschino,.75oz Dolin Blanc,.75oz St. Germain,.75oz Lemon juice,8 Bittermens Boston bittahs,15 Mint Leaves,4 Cucumber Slices"
2014-04,"2oz Bourbon,.5oz Lime Juice,.5oz Allspice Dram,Barspoon Simple Syrup,Dash Angosutra Bitters,The original recipe called for Gomme Syrup, but many use simple syrup in this one."
2013-06,"1oz Prosecco,1oz Luxardo Bitter,1oz Cocchi Americano,Orange Twist"
2013-12,"1oz Rye,.5oz Amaro Averna,.5oz Fernet-Branca,.5oz Campari,.5oz Green Chartreuse,5 drops Bittermens Boston Bittahs,5 drops Bittermens Orange Cream Citrate,Orange twist,Peated Scotch (rinse)"
2013-09,"1oz Gin,.5oz Campari,.5oz Cointreau,.5oz Dry Vermouth,Orange Twist"
2013-12,"2oz Rittenhouse Rye,1oz Sweet Vermouth,2 Dashes Angostura Bitters,Luxardo Cherry"
2013-12,"1oz Gin,2oz Sweet Vermouth,.25 Luxardo Maraschino,1 dash Angostura bitters,Lemon twist"
2013-04,"1oz Gin,2oz Dolin Blanc,.25 Luxardo Maraschino,Green Chartreuse,Lemon twist"
2014-03,"2oz Gin,1oz Dry Vermouth,1 dash orange bitters,1 lemon twist"
2013-04,"1.5 Irish Whiskey,.75 Dry Vermouth,.75 Domaine de Canton,12 Bittermens Hellfire Habanero Shrub,8 Bittermens Hopped Grapefruit Bitters,Lemon Twist"
2013-05,".75 Maraschino,.25oz St. Germain,1brspn Creme Yvette,2 dashes Peach Bitters,12 Blueberries,10 Mint Leaves,2 Mint Sprigs,Blueberries (garnish)"
2013-05,"2.5oz Bourbon,.25oz Simple Syrup,10 Mint Leaves,2 Mint Sprigs,We’ll touch on the different “classic” types of drinks soon, in the meantime check out an old cocktail book to get a sense of this.,TheRound Robin Baris in the famous,Willard Hotel,and is still a popular spot among politicians and locals. In fact, the Mint Julep is their house cocktail.,Thestrawhas been around in some form for centuries, although it is Stone’s version that led to the modern straw used today by many.,In a sense the Julep has come full circle, from itsrose waterorigins to therun for the roses.,Early Times is referred to asKentucky Whisky. For more on whiskey vs whisky, gohere. For more on what makes bourbon qualify as bourbon, gohere."
2013-05,"2oz Gin,.5oz Maraschino,.5oz St. Germain,1 brspn Creme Yvette,4 Mint Leaves,7 Blueberries,Check outGentian Dreamto see my entry and be sure to look at all the other great submissions in the full wrap uphere."
2013-10,"1oz Gin,1oz Sweet Vermouth,1oz Campari,Orange Twist"
2013-08,"1oz Prosecco,1oz Campari,1oz Sweet Vermouth,Orange Twist"
2014-02,"2oz Rye,1 Sugar Cube,.25oz Water,2 Dashes Angostura Bitters,Lemon Twist,,The Pendennis Club recipe lacks the club soda used in the more modern version."
2013-01,"2oz Rye,1 Sugar cube,2 Dashes Angostura bitters,3 Cherries,1 Orange wedge,1 Orange twist,2 Lemon twists,Club Soda"
2014-01,"1.5oz Sweet Vermouth,1.5oz Dry Vermouth,2 dashes Orange bitters,2 dashes Peychaud’s bitters,Lemon twist,If you don’t have Elixir De Vegetal, you could rim the glass with green chartreuse.,The Old Hickory is also great for those times where you are looking for a good cocktail to help finish off a few bottles of vermouth before the go bad."
2014-04,"1oz Rye,1oz Dry Vermouth,1oz Campari,Lemon Twist"
2013-12,"2oz Yamazaki,.25oz Strega,.25oz  Amaro Nonino,.5oz Meyer Lemon Juice,.33oz Honey Syrup,2 dashes Peychaud’s Bitters,Peat Monster (rinse),Flamed Lemon Twist"
2013-12,"2oz Rye,1oz Averna amaro,3 dashes orange bitters,Flamed Orange twist"
2014-03,"2oz Green Chartreuse,2oz Pineapple Juice,3/4oz Lime Juice,Mint Sprig,Btw… Stay tuned as this is just the first of a few I’ll be putting up from my trip(s) toDrumbar. Definitely worth your time if you find yourself in the Windy City. For what it’s worth, and as someone who is often disappointed in “craft” cocktail bars, these guys are some of the best."
2013-08,"1.5oz Gin,.75oz Dry Vermouth,.5oz Benedictine,2 dash Orange Bitters,Lemon Twist"
2013-03,"1.5oz Gin,1.5oz Dry vermouth,Dash Creme de menthe,Dash Orange bitters,Lemon twist"
2014-04,"1.5oz Rye,.75oz Campari,.75oz St. Germain,Orange twist"
2013-07,"2oz Rye Whiskey,3/4oz Sweet Vermouth,2tsp Cherry Heering,.5tsp Absinthe,Cherries,"
2014-03,"1.5oz Nolet’s Gin,.75oz Dolin Blanc,.25oz Aperol,2 dashes Peach Bitters,4 drops Rose water,Lemon Twist,Stay tuned for more cocktails featuringNolet’s Gin."
2013-11,"1.oz Russell’s Reserve Single Barrel (or other high proof bourbon),.5oz Amaro Averna,.25oz Cherry Heering,1brspn Maraschino,Dash Rhubarb bitters,Luxardo Cherries"
2013-12,"2oz Sazerac Rye,1 Sugar Cube,3 dashes Peychauds bitters,1 dash Angostura bitters,Absinthe,Lemon twist,,Interestingly, Thomas Handy’s company, the Sazerac Company began acquiring other cocktail related companies, including Peychaud’s bitters in the 1870s. After Handy’s time, the Sazerac company continued to prosper. In the 1940s, they purchased Herbsaint and in 1992, they purchased the distillery where the rye for the original Sazerac was produced. The name was then changed to it’s current one: The Buffalo Trace Distillery.,The official Sazerac cocktail is now made with Buffalo Trace’s, Sazerac rye, which is said to be the recipe used to make the original rye used in the Sazerac cocktail by Handy. Buffalo Trace also makes an 18 year old version as part of their antique collection as well as an excellent rye, Thomas H. Handy, to honor the person who began both the Sazerac company and the current version of the Sazerac cocktail."
2013-08,"1oz Mezcal (Del Maguey Vida),1oz Cynar,1oz Campari,1 dash Regan’s Orange Bitters,1 dash Urban Moonshine Maple Bitters,Bittermens Hellfire Habanero Shrub (optional),Orange Twist"
2013-12,"1oz Bourbon,.5oz Cointreau,7 dashes Angostura bitters,7 dashes Peychaud’s bitters,Chilled Brut Champagne,Lemon or orange twist"
2013-04,"2 1/4oz Hendricks Gin,.5oz Aperol,.5oz St. Germain,.25oz Simple Syrup,5 drops Bittermens Hopped Grapefruit Bitters,6 Cucumber slices,Hendrick’s Gin is infused with cucumbers."
2014-03,"1.25oz Genever,1.25oz Green Chartreuse,1oz Dolin Blanc,1 brspn Maraschino,1 brspn Amaro Nonino,2 dashes Lavender Bitters,5 drps Walnut Bitters,1 dash Peychaud’s Bitters"
2013-03,"1.5oz VSOP Cognac,.75oz Cointreau,.75oz Lemon Juice,Sugar,David Embury’s famousFine Art of Mixing Drinks(1948) lists the Sidecar as one of the six basic cocktails."
2013-09,"3oz Charcoal Aged Boulevardier (recipe below),Peat Monster Scotch Rinse,Absinthe (atomizer),Flamed Orange Twist,,To add even moresmoke, I typically rinse the glass with a generous amount ofPeat Monster Scotchand of course use aFLAMEDorange twist."
2013-12,"2oz Rye,.25oz Lapsang Souchong Demerara Syrup,3 dashes Angostura,3 dashes Black Walnut Bitters,3 dashes Maple Bitters,Smoked Hickory Chips,Flamed Orange Twist,Laphroaig rinse,Another idea would be to smoke up the drink by letting it age incharcoal.For an example of this, check outSMOKE IN THE WOODS.,Notice the book in the picture:Ten Nights in a Bar Room. This was a popular temperance novel in the 1800s, during the rise of the movement toward Prohibition. I stumbled upon an old copy at an antique store and obviously had to pick it up."
2013-09,"1oz Russell’s Reserve Single Barrel Bourbon,1oz Calisaya,.5oz Fernet,.5oz Sweet Vermouth,1 dash Bittermens Burlesque Bitters,Peat Monster Scotch (rinse),Flamed /orange Twist"
2013-12,"1oz Cachaca,.5oz Maraschino,.5oz Domaine de Canton,.5oz Salers,1 dash Angostura,1 dash Lavender Bitters,5 drops Urban Moonshine Bitters (Original),Lemon Twist,Old Tom Gin and genever were also pretty damn good in this one."
2013-02,"2oz Rye,1oz Allspice Dram,3/4oz Benedictine,.5oz Fernet Branca,.25oz Grade B Maple Syrup,1 dash Angostura bitters,1 dash Bittermens Burlesque bitters,Flamed orange twist,Peat Monster scotch rinse"
2013-09,"2oz Genever,.33oz Green Chartreuse,.25oz Maraschino,3 dashes Lavender Bitters,1 brspn Lavender Honey,Tarragon,"
2014-08,"1oz Barrel Aged Genever,1oz Domaine de Canton,1oz Dolin Blanc,.25oz Benedictine,3 dashes Angostura Bitters,3 dashes Peychaud’s Bitters,Lemon Twist,"
2013-09,"1oz Gin,1oz Aperol,1oz Dolin Blanc,1 dash Orange Bitters,Orange Twist"
2014-03,"1oz Nolet’s Silver Gin,1oz Aperol,1oz Cocchi Americano,.25oz Cointreau,.5oz Lemon Juice,1 dash Bittermens Orange Cream Citrate,6 drops Orange Flower Water,Orange Twist"
2014-03,"2oz Peanut Butter washed Bourbon,1.5oz Aperol,1.5oz Cocchi Americano,.5oz Absinthe,3oz Seltzer,.5oz Rich Vanilla Bean Simple Syrup (2:1),2 dashes Bittermens Mole Bitters,3 dashes Black Walnut Bitters,2 dashes Orange Flower Water,1 dash Bittermens Orange Cream Citrate,7 drops Moroccan Bitters,Orange twist"
2013-03,"2oz Irish Whiskey,.75oz Sweet Vermouth,.5oz Green Chartreuse,Lemon Twist"
2013-02,"2oz Rye,.25oz Fernet Branca,2 dashes Angostura Bitters,2 dashes simple syrup,Orange Twist,Vermiere’s actual recipe lists Cognac or Rye (as in Canadian Rye) as the base spirit and uses a lemon twist instead of an orange twist."
,
2013-02,"1oz Rye,1oz Campari,.5oz Carpano Antica,.5oz Amaro Averna,1 barspoon Allspice Dram,2 dashes Regan’s Bitters,Peat Monster Scotch (rinse),2 Orange Twists"
2013-12,"1oz Sazerac Rye,1oz Cognac VSOP,1oz Carpano Antica,1/4oz Benedictine,2 dashes Angostura bitters,2 dashes Peychauds bitters,Lemon Twist,The Swan Bar was at the site of the modern day Carausel Bar at the Hotel Monetleone, which still serves the Vieux Carre as its house cocktail."
2013-04,"1 oz Gin,.75oz Domaine de Canton,.25oz Aperol,1 brspn Creme de Violette,1 dash Lavender Bitters,1 dash Orange Flower Water,Cherry"
2013-04,"1oz Rye,1oz Allspice Dram,1oz Creme de Violette,1 dash Angostura bitters,1 dash Bittermens Burlesque bitters,Flamed Orange Twist,Peat Monster scotch rinse"
2013-07,"2oz Bourbon,.75oz Lemon Juice,.75oz Simple Syrup,Maraschino Cherries,Thomas’originalrecipe called for sugar dissolved in a touch of seltzer, but simple syrup will do  just fine.,If you’re feeling adventurous, try some BittermensHellfire Habanero ShruborXocolatl Molebitters (or both)."
2014-11,"1.5oz Apple Brandy,.75oz Yellow Chartreuse,.75oz Benedictine,2 dashes Angostura Bitters"
2013-04,"2oz Reposado Tequila,1oz St. Germain,.75oz Yellow Chartreuse,1 dash Regan’s Orange Bitters,Lemon Twist"
