"alt","caption","commentsCount","dimensionsHeight","dimensionsWidth","displayUrl","firstComment","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","id","likesCount","locationId","locationName","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","ownerFullName","ownerId","ownerUsername","position","productType","queryUsername","shortCode","timestamp","type","url","videoUrl","videoViewCount"
,"Looking for a fun way to stay hydrated this summer? Let’s use my favorite summer flavors and create a mocktail using @liquidiv Concord Grape Hydration Multiplier. This mocktail is a perfect way to cool off, rehydrate and enjoy a non-alcoholic beverage. Best of all, Liquid I.V. hydrates 2x faster than water alone!

My favorite part about making mocktails in the summertime is those fresh garnishes! For this drink you can garnish with fresh edible flowers, dehydrated citrus or even your favorite herb. No matter what you do, don’t forget to garnish your drink… mocktail or not, you deserve it! 

Summer Grape Refresher
1 Liquid I.V. Concord Grape Hydration Multiplier 
½ oz Freshly Squeezed Lemon Juice
2 oz Pineapple juice
1 tsp Freshly grated Ginger
8 oz Water, or sparkling water
Garnish: Fresh Mint

In a glass add Liquid I.V. Concord Grape Hydration Multiplier and water.
Using a hand mixer, mix until powder is dissolved.
Add pineapple juice, lemon juice and freshly grated fresh ginger.
Mix together & garnish!

Xoxo, cheers!
#joinjules #LiquidIV #LiquidIVPartner #mocktail #nonalcoholic #drink #drinkrecipe #easyrecipes #pineapplejuice #summerdrinks #recipe #mocktailrecipe #healthyrecipes #hydrate","21","1919","1080","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/282006795_327658929488355_4734261508304419339_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=fAyrxYZr19YAX_qD7vm&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT_mkNhbG59IN4nDx6T8lP9bI3VCYibguMEP6mOjqDSbnQ&oe=62998894&_nc_sid=7bff83","","joinjules","LiquidIV","LiquidIVPartner","mocktail","nonalcoholic","drink","drinkrecipe","easyrecipes","pineapplejuice","summerdrinks","recipe","mocktailrecipe","healthyrecipes","hydrate",,,,"2840997453172586367","2582",,,"liquidiv",,,,,,"8480739993","join_jules","11","clips","join_jules","CdtQCGkJDd_","2022-05-18T17:02:55.000Z","Video","https://www.instagram.com/p/CdtQCGkJDd_/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/282058539_336237651952495_4365229392767259904_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=qJcjPLVnZ48AX_7q5x-&edm=ABfd0MgBAAAA&ccb=7-5&oe=6299752D&oh=00_AT9xbakHTb2XxAw5PpmX1D_liEecIm4BK7zK_z7xbUALNg&_nc_sid=7bff83","21619"
,"The song of the summer meets the drink of the summer: The Frozen Cosmopolitan 

I think Carrie Bradshaw would drink this in the summer, don’t you? It’s important to note, frozen or not, that not all cranberry juice is the same! Stay away from the cranberry cocktail juice (loaded with added sugars and stuff) and opt for the Pure Cranberry Juice - it tastes much better I think!

So let’s get into it:
2 oz Vodka, or citrus vodka
3/4 oz Cointreau, or orange liqueur of choice
3/4 oz Fresh lime juice
3/4 oz Cranberry Juice
1 or 2 Cups Ice
Garnish: lime wheel & edible flowers

In a blender (im using the gorgeous @beasthealth ) add all ingredients and blend until smooth. 
Pour into your favorite glass, I recommend a coupe
Garnish & enjoy!

Xoxo, cheers!
#joinjules #cocktail #cocktailsofinstagram #cocktailrecipes #happyhour #drink #drinkrecipe #cosmopolitan #vodka #vodkacocktail #imbibegram #mixologist #easyrecipes #frozen #frozendrink #summer #summerdrinks","149","1333","750","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/281916089_573639424063639_2185023969281167709_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=yfr443mYVssAX-oj2lJ&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AT-o-mIwj-St8anhuvXnftz1KQ6uzJzGpZRn88-ZAo4h-Q&oe=6299622A&_nc_sid=7bff83","","joinjules","cocktail","cocktailsofinstagram","cocktailrecipes","happyhour","drink","drinkrecipe","cosmopolitan","vodka","vodkacocktail","imbibegram","mixologist","easyrecipes","frozen","frozendrink","summer","summerdrinks","2840313596047881064","12802",,,"beasthealth",,,,,,"8480739993","join_jules","12","clips","join_jules","Cdq0iq_JXNo","2022-05-17T18:23:51.000Z","Video","https://www.instagram.com/p/Cdq0iq_JXNo/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/281462333_697219204725990_3897732542274830926_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=N9SAsSa5a-UAX-4gx5H&edm=ABfd0MgBAAAA&ccb=7-5&oe=62995D4B&oh=00_AT-dQ0NXTikEXfnTgCDxkljeC1iD9yN5RQdAfhV7ba-Jlg&_nc_sid=7bff83","85142"
,"This recipe is trending again so I had to share, this ‘simple’ gin & tonic 

Gin and tonics are just that, simple. But make it your own with some fancy ice cubes, citrus, or even peppercorns. When I use empress gin I love to add citrus to watch the gin change colors. Your gin & tonic journey is ultimately up to you!

For this cocktail:
2 oz @empress1908gin 
Top with @fevertreemixers
Splash of fresh lemon juice

In a glass add ice
Add in your gin and lemon juice
Top with tonic & enjoy!

Xoxo, cheers
#joinjules #ginandtonic #cocktail #cocktailrecipes #drink #drinkrecipe #spring #summer #classiccocktails #gin #easyrecipes","101","1333","750","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/280935613_460380062556799_5288035200544316276_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=huAxsPUaq44AX-KPrGL&edm=APU89FABAAAA&ccb=7-5&oh=00_AT9Qd8GzzW2p2K7Q5BfauCODvWw_dd6j4d5Au4jP1gbONQ&oe=6299AB8A&_nc_sid=86f79a","","joinjules","ginandtonic","cocktail","cocktailrecipes","drink","drinkrecipe","spring","summer","classiccocktails","gin","easyrecipes",,,,,,,"2838068159260211912","12901",,,"empress1908gin","fevertreemixers",,,,,"8480739993","join_jules","13","clips","join_jules","Cdi1_RBDTrI","2022-05-14T16:02:45.000Z","Video","https://www.instagram.com/p/Cdi1_RBDTrI/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/280293857_171277921995173_4415176081947149242_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=-YcUPAJxC2kAX-1Xbmc&edm=APU89FABAAAA&ccb=7-5&oe=6299979C&oh=00_AT888gXMvdTcHFSXrf53CWD0DN97e6xHZNMVGwelBCGlqA&_nc_sid=86f79a","96792"
,"Citrus Orange Blossom Gin Fizz by our first ever Join Jules Cocktail Club winner @sophiesandsss 

The theme was Spring & I think she absolutely nailed this recipe. Today just so happens to be World Cocktail day so what better way to celebrate than with a cocktail recipe made by YOU! For those of you who don’t know, I have a Facebook Cocktail Club and each month (this being our first) we hold a fun cocktail competition where the members make a cocktail based on the theme I choose, I taste test and pick my top 3 (or sometimes 4) and then the club members vote on their favorite! Winner gets (bragging rights obviously) but I make them a video in my studio that I post and share on all platforms & they are highlighted in my newsletter! It’s all good fun to come together, try new recipes, and sip & enjoy together. 

So here is @sophiesandsss recipe:

Into a shaker:
2 oz gin
0.5 oz orange blossom water
0.5 oz homemade grapefruit simple syrup
0.5 oz freshly squeezed grapefruit juice
Add ice & shake!
Pour into glass of choice over ice and top with a splash of Prosecco. Bonus points for flowers in your ice cubes 🌸 Top with a slice of grapefruit and enjoy the citrus and brightness of spring!

Xoxo, cheers!
#joinjules #joinjulescocktailclub #drink #drinkrecipe #cocktails #gin #gincocktail #spritz #springdrinks #cocktailrecipes #ginfizz","36","1333","750","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/280577738_513455676993458_4819342374933428510_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=kZmb_mMtgeoAX9L671d&edm=APU89FABAAAA&ccb=7-5&oh=00_AT86X1i8hk-bYmGwfsL2Qs8EYuHVqdKddmRWcMBMWzrIQA&oe=629953C5&_nc_sid=86f79a","","joinjules","joinjulescocktailclub","drink","drinkrecipe","cocktails","gin","gincocktail","spritz","springdrinks","cocktailrecipes","ginfizz",,,,,,,"2837380238334685561","4379",,,"sophiesandsss",,,,,,"8480739993","join_jules","14","clips","join_jules","CdgZksupvF5","2022-05-13T17:21:07.000Z","Video","https://www.instagram.com/p/CdgZksupvF5/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/280238110_1176329316520459_8477944388636810766_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=SgCxXzMmV5IAX-xa-y-&edm=APU89FABAAAA&ccb=7-5&oe=6299DE84&oh=00_AT-HDS0L10-6H0Nq_CK6FHzJIKn7-wXBaXKDhzrTzVnYRQ&_nc_sid=86f79a","35494"
,"CEO of spritz season meet margarita queen 🤝 say hello to an Aperol Coconut Margarita

Who said Aperol doesn’t belong in a margarita? It certainly wasn’t me. This may be my new favorite. You get a little bitter and sweet from the Aperol, creaminess from the coconut milk, and of course all the delicious flavors from a margarita. This is my kind of heaven, what say you?

2 oz Tequila (I used @elmayortequila reposado but use what you like)
1 oz Aperol
3/4 oz @cointreau 🍊
3/4 oz Coconut milk
3/4 oz fresh lime juice
1/2 oz simple syrup
Ice
Garnish: Tajin, lime wheel & marigold

In a cocktail shaker add all ingredients, add ice, and shake!
Rim glass with lime juice and rim with Tajin. 
Add ice and strain into glass. 
Garnish & enjoy!

Xoxo, cheers
#joinjules #margarita #margaritarecipe #aperol #coconut #summerdrinks #imbibegram #cocktail #cocktailsofinstagram","211","1333","750","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/280661013_171568388629433_4062776762437525223_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Q73hFfenNqEAX-pA2De&edm=APU89FABAAAA&ccb=7-5&oh=00_AT-t9SRI77R6Af-TgqJP8RL8GFG9m-mlrEWpg0gjGwR-Ig&oe=629959E7&_nc_sid=86f79a","","joinjules","margarita","margaritarecipe","aperol","coconut","summerdrinks","imbibegram","cocktail","cocktailsofinstagram",,,,,,,,,"2836695755535431269","12534",,,"elmayortequila","cointreau",,,,,"8480739993","join_jules","15","clips","join_jules","Cdd98KcjDZl","2022-05-12T18:42:06.000Z","Video","https://www.instagram.com/p/Cdd98KcjDZl/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/280677425_519314626602905_517529300754078006_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=nAeJEnQ3B_MAX8ZJ7yA&edm=APU89FABAAAA&ccb=7-5&oe=6299BAFD&oh=00_AT9ZJgn2PGOhjxVkHpcLb2s48fXMlbRysTluU8sRgiibZg&_nc_sid=86f79a","80241"
,"Aperol Spritz season is back, although it never truly left did it? 

If you’re ready for an Aperol Spritz this one is for you. This blood orange spritz couldn’t be easier and can honestly be subbed out for your favorite citrus, instead of blood orange juice you could do grapefruit or even orange! Make it how you like it always. But remember, if you haven’t had an Aperol spritz this year… this is your time to shine!

3 oz Prosecco
3 oz Aperol, I like to do 4 oz here (😉)
1 oz Blood Orange Juice, freshly squeezed or I don’t want it
Top with sparkling water (you can use @sanpellegrino_official or @topochicousa here)
Ice
Garnish: citrus wheels cut in half

In a spritz glass add crushed ice. 
Pour in Prosecco, Aperol, and blood orange juice. 
Top with desired sparkling water. 
stir together & garnish!

Xoxo, cheers
#joinjules #spritz #spritzseason #aperol #aperolspritz #drink #drinkrecipe #cocktail #cocktailrecipes #italia #italianrecipe","58","1333","750","https://scontent-frx5-2.cdninstagram.com/v/t51.2885-15/280480997_378068120946717_2828470355646390900_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=hQ5WY1KHF6oAX-TnR4U&edm=APU89FABAAAA&ccb=7-5&oh=00_AT_HrfNHn_qzWPY7Wx8houPN4kEzklzk0SIE2V1G7UiPxg&oe=6299F73B&_nc_sid=86f79a","","joinjules","spritz","spritzseason","aperol","aperolspritz","drink","drinkrecipe","cocktail","cocktailrecipes","italia","italianrecipe",,,,,,,"2835192843382648664","5998",,,"sanpellegrino_official","topochicousa",,,,,"8480739993","join_jules","16","clips","join_jules","CdYoN6bjW9Y","2022-05-10T16:54:07.000Z","Video","https://www.instagram.com/p/CdYoN6bjW9Y/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/280616722_1557058478021291_592915768061348899_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=w7-EEEfcxIYAX-VSOXv&edm=APU89FABAAAA&ccb=7-5&oe=629972A0&oh=00_AT9uad21QToGB_E0Uhg8P_Z0FvBhU3qLIeAfK9Et5pxKbA&_nc_sid=86f79a","47226"
,"Let’s make a riff off the Pimms cup! I’ve always struggled with wanting to make the classic recipe but somehow making it my own. So here’s my take!

But don’t worry, the classic pimms cup recipe is easy:
2 oz Pimm’s No. 1 + 1/2 oz Lemon Juice in a highball glass & topped with ginger ale. 

Here’s my riff:
3/4 oz Lemon Juice, freshly squeezed
1/2 oz Cucumber simple syrup
1.5 oz Gin
1 oz Pimm’s No. 1
Ice
Ginger ale or soda water
Garnish: cucumber slices, mint, lemon wheel, strawberries & marigold

In a cocktail shaker add gin, Pimm’s, Lemon Juice, simple syrup, and ice. 
Shake for 30 seconds & double strain into a highball glass filled with crushed ice. 
Top with your desired bubbles. 
Garnish & enjoy!

Xoxo, cheers 
#joinjules #pimms #pimmscup #cocktails #cocktailrecipes #classiccocktails #drink #drinkrecipe #gin #gincocktail","33","1333","750","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/280181552_4991930800904956_8017242297924323772_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=tqPWFw3EWQ0AX_u06C_&edm=APU89FABAAAA&ccb=7-5&oh=00_AT-yl7y7GMshD_FQ3ecdjhBP7lArQiXntzYNAg6Ycf7abw&oe=6299C4E9&_nc_sid=86f79a","","joinjules","pimms","pimmscup","cocktails","cocktailrecipes","classiccocktails","drink","drinkrecipe","gin","gincocktail",,,,,,,,"2834514176667119549","2699",,,,,,,,,"8480739993","join_jules","17","clips","join_jules","CdWN6AzDW-9","2022-05-09T18:25:40.000Z","Video","https://www.instagram.com/p/CdWN6AzDW-9/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/280129739_1182859069164677_9136750355660914253_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=1Q7oyWOyBQgAX-WEGxR&edm=APU89FABAAAA&ccb=7-5&oe=62996453&oh=00_AT-yRvFI8AHEi9qXU2PaIq6wGwn4rvpg8_0zd4bDSkwMNg&_nc_sid=86f79a","37614"
,"You don’t have to be in New York to kick off the weekend with a New York Sour! 

This is one of my favorites and is a classic for a reason. Who doesn’t love a layered cocktail?

Ingredients:
1 oz Lemon Juice
3/4 oz Simple Syrup
2 oz Bourbon
1 egg white
1-2 oz red wine (try a Shiraz, Malbec, Chianti, or red blend)
Ice

In a cocktail shaker add fresh lemon juice, simple syrup, bourbon, and egg white. 
Dry shake without ice. 
Add ice and shake again. 
Strain into a rocks glass and add a big block of ice. 
Top with red wine. 
Garnish with a dehydrated citrus wheel & enjoy!

Xoxo, cheers 
#joinjules #newyorksour #bourbon #bourboncocktails #cocktailrecipes #recipe #drinkrecipe #classiccocktails","157","1333","750","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/279945536_399284088509873_4709102253132446425_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=gEdyQY_XK18AX_4-LY5&edm=APU89FABAAAA&ccb=7-5&oh=00_AT_A0h3BGBmyVwAavurFVciKT8fdnj1zunMD4g25BWt4Mg&oe=629968F0&_nc_sid=86f79a","","joinjules","newyorksour","bourbon","bourboncocktails","cocktailrecipes","recipe","drinkrecipe","classiccocktails",,,,,,,,,,"2832445942287727634","24207",,,,,,,,,"8480739993","join_jules","18","clips","join_jules","CdO3pPbjnwS","2022-05-06T21:52:08.000Z","Video","https://www.instagram.com/p/CdO3pPbjnwS/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/279803337_751765996185256_1340913337969297231_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=GLnA-dLHAewAX9jNmfF&edm=APU89FABAAAA&ccb=7-5&oe=6299770B&oh=00_AT_DE91Av9aAaJKsYlFRwLxs7YpltHi_5unHMd67EWeqBg&_nc_sid=86f79a","351351"
,"How are you celebrating Cinco de Mayo? Let’s start with some margaritas! 

Check out my latest IG guide that shares all my favorite margaritas I’ve made these last two years. Which margarita is your favorite?

Xoxo, cheers! 
#joinjules #margarita #margaritarecipe #recipe #cincodemayo","29","1917","1080","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/280073605_1118907108668314_5859064730532367626_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=V0x7LOWj244AX_JU9vc&edm=APU89FABAAAA&ccb=7-5&oh=00_AT-JFnXn2iw8-WPpQIC4XN_5eL-sBE3jQlKSf5EJzEIdlQ&oe=6299F967&_nc_sid=86f79a","","joinjules","margarita","margaritarecipe","recipe","cincodemayo",,,,,,,,,,,,,"2830933210606426205","4852",,,,,,,,,"8480739993","join_jules","19","clips","join_jules","CdJfsGRDVhd","2022-05-04T19:54:59.000Z","Video","https://www.instagram.com/p/CdJfsGRDVhd/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/279585695_307136838257510_7374922937894202496_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=PwPstftED84AX-2-_GF&edm=APU89FABAAAA&ccb=7-5&oe=62995853&oh=00_AT_edjOunDFYpjmteeiS1aNSNhafERBQNfVQuHAZ0zvHng&_nc_sid=86f79a","47761"
,"What’s better than one French 75? A frozen French 75 🍋

Two part series for a Mothers Day classic cocktail the French 75. I think this is a perfect drink for mom this weekend whether you’re doing the classic or frozen. I will say, if you’re doing the frozen French 75 I wouldn’t go top shelf with the champagne since you’re diluting with that ice. 

Ready for this one? It’s the same as the classic French 75 recipe
2 oz Gin
3/4 oz Lemon Juice
1/2 oz Simple Syrup
4 or 5 oz of champagne
Ice, about 1 cup
Garnish: sage leaves

Add all ingredients in your blender. 
Blend until smooth. 
Pour into a coupe glass. 
Garnish & enjoy!

Xoxo, cheers
#joinjules #french75 #champagne #gin #gincocktail #mothersday #mothersdayrecipe #cocktail #cocktailrecipes #drink #drinkrecipe","74","1333","750","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/279678868_567564231752628_742097343434601486_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=o3Ra-fheYYwAX9Bwc52&edm=APU89FABAAAA&ccb=7-5&oh=00_AT9nfMK7-ymzK_0QIBbStxLKQDTMk0qk3SxQs2227AQJ1g&oe=6299A816&_nc_sid=86f79a","","joinjules","french75","champagne","gin","gincocktail","mothersday","mothersdayrecipe","cocktail","cocktailrecipes","drink","drinkrecipe",,,,,,,"2830191763951261913","8873",,,,,,,,,"8480739993","join_jules","20","clips","join_jules","CdG3GoQjRjZ","2022-05-03T19:25:27.000Z","Video","https://www.instagram.com/p/CdG3GoQjRjZ/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/279897274_464624268686998_2420969574395845939_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=gwIdzBvZTzMAX8Yzsuz&edm=APU89FABAAAA&ccb=7-5&oe=6299E6DB&oh=00_AT8wt9kGPVlaTzleIxu2OTlS3HdDANoPMrcPkaw08AAXCQ&_nc_sid=86f79a","82430"
,"The French 75 is a classic cocktail and perfect for Mother’s Day because who doesn’t love a champagne cocktail? 

This is a two part series so today I thought we’d start with the classic recipe. Stay tuned for tomorrow… it’s a very fun twist on this!

French 75 has four main ingredients:
2 oz Gin
3/4 oz lemon juice, freshly squeezed
1/2 oz simple syrup or honey syrup
Champagne

To make the cocktail:
Add gin, lemon juice and simple syrup to a cocktail shaker. 
Add ice and shake. 
Strain into a coupe glass and top with champagne. 
Garnish with a lemon twist, dehydrated lemon wheel, or a sage leaf!

Xoxo, cheers
#joinjules #french75 #champagne #champagnecocktail #cocktail #cocktailrecipes #recipe #drink #mothersday #classiccocktails","37","1333","750","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/279769104_1036178737294126_2867284500764891403_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=WtY6wHdSBcwAX_X8nl0&edm=APU89FABAAAA&ccb=7-5&oh=00_AT-b-9o0mieda3riy5fdHrCXvmBcJofVG8m_hROw1MJmLg&oe=6299B4B6&_nc_sid=86f79a","","joinjules","french75","champagne","champagnecocktail","cocktail","cocktailrecipes","recipe","drink","mothersday","classiccocktails",,,,,,,,"2829473102718403773","3018",,,,,,,,,"8480739993","join_jules","21","clips","join_jules","CdETsu1DYS9","2022-05-02T19:29:56.000Z","Video","https://www.instagram.com/p/CdETsu1DYS9/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/279817871_697756418141549_1873385694912864181_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=l0XT3x_5P8cAX_YPnBX&edm=APU89FABAAAA&ccb=7-5&oe=6299715A&oh=00_AT9VRT0IH26PDfsHKvnHPy3lJWizXqSVDZBT2wbcKmEXOw&_nc_sid=86f79a","32442"
,"Looking to make a cocktail this weekend but don’t have a lot of ingredients? Well, do I have a cocktail for you… The Bees Knees 

This cocktail is only 3 ingredients: Gin, Lemon Juice, & Honey Syrup. I know what you’re thinking, Jules I don’t have a honey syrup! Don’t worry, I’ve got a quick fix for that too - if you have honey, you have honey syrup. Just add equal parts honey to hot water in a mason jar and shake until the honey has dissolved to make a syrup. See? Easy right!

Let’s get into it:
2 oz Gin
3/4 oz Lemon Juice
1/2 oz Honey Syrup

In a cocktail shaker add all ingredients. 
Add ice to a coupe glass, add water and set aside to let chill the glass. 
Add ice to the cocktail shaker and shake. 
Dump the water and ice from the coupe glass. 
Double strain into the glass. 
Garnish with a lemon twist or dehydrated lemon wheel. 

Xoxo, cheers!
#joinjules #beesknees #gin #lemon #honey #easyrecipes #drink #drinkrecipe #cocktails #spring #springdrinks #imbibegram","57","1333","750","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/279427656_141744191755827_5514903641893222794_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=mnpwryfz1KUAX-WnqrT&edm=APU89FABAAAA&ccb=7-5&oh=00_AT_nWxupDqiK5LkGctwcP2wjFBu0DdqIqI-m2kCZyNv9mg&oe=62998FCF&_nc_sid=86f79a","","joinjules","beesknees","gin","lemon","honey","easyrecipes","drink","drinkrecipe","cocktails","spring","springdrinks","imbibegram",,,,,,"2828029904410184147","3790",,,,,,,,,"8480739993","join_jules","22","clips","join_jules","Cc_LjbqjQnT","2022-04-30T19:43:05.000Z","Video","https://www.instagram.com/p/Cc_LjbqjQnT/","https://scontent-frt3-2.cdninstagram.com/v/t50.2886-16/10000000_409164867719343_2015245417252724260_n.mp4?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=xvHeMPa_5LYAX8KXHfk&edm=APU89FABAAAA&ccb=7-5&oe=62996C3C&oh=00_AT-AAe56HRwY0NtES3hJrCwN3tjBON0YzKvj1cCgHyCOkQ&_nc_sid=86f79a","38845"
,"With Cinco de Mayo right around the corner i have to make sure everyone knows how to make a classic margarita.So, It’s time to throw out the sour mix and use the right ingredients. 

5 ingredients: Lime Juice, Cointreau, Tequila, Ice, & Salt. That’s it 👏🏼 if you like your margaritas a little sweet you can add about a 1/2 oz of agave but trust me, try the classic without a sweetener first. 

Once you know the classic you can start adding fun stuff like coconut milk, pineapple juice, or jalapeños!

Remember, make it right the first time so you know what good tastes like. 

2 oz Tequila
1 oz Lime Juice
3/4 oz Cointreau
Ice
Salt, or Tajin
Garnish: lime wheels

Add tequila, lime juice (it must be fresh!!), and Cointreau into a shaker with ice. 
Shake for 30 seconds. 
Using a lime wedge rim glass with lime juice and rim in salt or Tajin. 
Double strain into a glass & garnish!

Xoxo, cheers!

Glassware @cb2 
Shaker set @abarabove 

#joinjules #margarita #tequila #easyrecipes #classiccocktails #cocktails #imbibegram #drink #drinkrecipes","52","1333","750","https://scontent-frx5-2.cdninstagram.com/v/t51.2885-15/279261399_453129259910061_2737435318237852505_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=vTjn0KoKsykAX8j2jev&edm=APU89FABAAAA&ccb=7-5&oh=00_AT_FUfEHIBb--Vc8Glxizwhkwv1IO3zot_ssaDnTzsVxQw&oe=629991DC&_nc_sid=86f79a","","joinjules","margarita","tequila","easyrecipes","classiccocktails","cocktails","imbibegram","drink","drinkrecipes",,,,,,,,,"2826491018047588853","3358",,,"cb2","abarabove",,,,,"8480739993","join_jules","23","clips","join_jules","Cc5tpsDjwn1","2022-04-28T16:41:49.000Z","Video","https://www.instagram.com/p/Cc5tpsDjwn1/","https://scontent-frx5-2.cdninstagram.com/v/t50.2886-16/279442868_331792612210041_2314389726058620331_n.mp4?_nc_ht=scontent-frx5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=57ollID3U9kAX8yE6qv&edm=APU89FABAAAA&ccb=7-5&oe=62997306&oh=00_AT-suvHQCcIo6u83GBrKgrG2F027aLWMNA7Qubym-o2VMw&_nc_sid=86f79a","32882"
