Date,Ingredients
2020-04,"day 98 bahama mama 5 shots out of 5 i have had this cocktail on one of my boards on pinterest for a while now. all i was missing was my captain morgans spiced rum. made a grocery shopping run today and picked it up so that i could make a bahama mama, and boy am i glad i did!! i gave tonight's cocktail 5 shots out of 5. i found this cocktail on pinterest where it was linked to ecurry blog. thank you for sharing the scrumptious bahama mama with us all! this cocktail is all kinds of amazing. i can smell the banana liqueur when i take a sip, which as we know, makes me happy. the 2 rums together with the juices......mmmmmm, what a great blend! even my husband likes it! i gave him the glass after i took a sip, went to put away my bottles then came back to drink it and write my blog.......and........it was almost half gone! if it wasn't so late, i would definitely make another one when this one is gone. this cocktail is a must try! here is a photo of the end result: here is a photo of the ingredients: here is the recipe for a bahama mama: 3/4 ounce coconut rum 3/4 ounce banana liqueur 1 ounce spiced rum 1 1/2 ounces orange juice 2 1/2 ounces pineapple juice 1 tablespoon grenadine in a shaker add ice and all of the ingredients. shake it up real good to mix everything up well. in a hurricane glass, fill 1/2 way with crushed ice and then strain in your cocktail. since we had to watch the american idol finale (not commenting on who won), tonight's cocktail was made later. since tonight's cocktail was made later............i only get 1.......boo. cheers!! the cocktail lady"
2019-02,"for spring, i’m loving this rosemary grapefruit refresher. it’s so yummy and light, and it works for brunch or dinner time sipping. i just love how the..."
2020-06,"this raspberry limoncello prosecco is the perfect sparkling summer cocktail to enjoy year round, made with fresh muddled raspberries, lemon, and your favorite wine."
2022-04,"a cosmopolitan cocktail is a simple four-ingredient vodka drink that is so easy to make at home. it’s pink, a little tart and a little sweet and a perfect cocktail for happy hour!"
2021-09,"this strawberry mojito is made with fresh muddled strawberries and mint and as always, a generous helping of rum"
2016-10,"sip on this pretty blue devil cocktail as you are chilling out by the pool. made with rum, blue curacao and orange juice it is a cocktail perfect for the summer with its tropical flavors."
2021-12,"i promised over the summer when i shared my grapefruit moscow mule recipe that i was going hard on moscow mules from basically now until eternity. i'm making good on my word today, with your"
2021-05,this key lime cocktail with coconut rum and fresh key limes is a delicious summer slushie for the grown-ups! this will cool you off all summer long.
2020-05,"it's no secret we love margaritas, but there is so much more to do with tequila! from fruity drinks to coffees and spiced drinks, these tequila drinks that aren't margaritas are sure to be a favorite."
2020-07,"entertaining season is upon us and you know what that means...time to drink champagne and dance on tables! no, but seriously...we are all eagerly awaiting summer and the festive gatherings that come along with it. we"
2019-02,"whiskey lemonade made with homemade lemonade from freshly squeezed lemons, sweetened with honey rather than sugar, and mixed with a shot of whiskey.  it's easy, refreshing and made in a pitcher so its easy to share with friends."
2022-03,"this national vodka day cocktail is a sparkling fig and vanilla bean vodka libation called the ""no fig deal,"" made with pau maui vodka!"
2020-09,"it’s time to put away the rosé (see you next june) and retire those spritzy spiked seltzers you’ve been drinking all summer. fall is here, and with it, a new set of libations to warm you up from the inside out. think maple new york sours, cider spiked with bourbon and pumpkin..."
2020-02,"it’s time to put away the rosé (see you next june) and retire those spritzy spiked seltzers you’ve been drinking all summer. fall is here, and with it, a new set of libations to warm you up from the inside out. think maple new york sours, cider spiked with bourbon and pumpkin..."
2021-07,a spicy margarita that's so good it will change your life and have everyone begging for more!
2021-09,"the sex on the beach cocktail is a classic drink recipe. it features vodka, peach schnapps, grapefruit juice (or orange juice) and cranberry juice. the taste is fruity with just enough tartness to keep it from being too sweet. the alcohol flavor isn't very noticeable."
2020-06,"spicy salty dog - freshly squeezed grapefruit juice, vodka, and jalapenos! so refreshing and delicious, the perfect spicy cocktail."
2020-08,"not too sweet or too tart, this cosmopolitan cocktail recipe is perfect to serve one or many. we like to use unflavored or citrus flavored vodka in this. if you can, since there is quite a lot of vodka in the recipe, choose vodka that is medium priced or that’s even top-shelf. we like to use stolichnaya. we love adding a little orange peel to this. sure, it may look like an unnecessary garnish, but if you do it right, it’s adds a little sweetness and as you go into to take a sip of the cosmopolitan cocktail, you’ll get orange essence, which hides the strength and scent of the vodka. when you add the orange peel, peel it over the drink. this way, any oils that spray out from the orange, fall into the drink. rubbing the edges of the glass doesn’t hurt either."
2021-03,easy to make paloma cocktail recipe using grapefruit and tequila as main ingredients. perfect party drinks with fewer efforts!
2022-04,spruce up your brunch cocktail by swapping out your orange juice with pink lemonade.
2021-09,sour spicy green apple margarita • for your st. patrick's day party • hpnotiq breeze • mad hatter • the shamrock-arita • more ...
2022-04,"a vintage 1920's cocktail made from a refreshing mix of fresh lime juice, sparkling water and gin. this modern gin rickey with rosemary honey simple syrup. fresh rosemary is steeped in hot water and blended with honey to lightly sweeten the drink."
2022-05,a perfectly refreshing summer cocktail awaits you! muddled raspberries and mint combine with delicious ginger beer & a little rosé wine - a winning combination!
2022-04,"a bourbon smash made with fresh lime, fresh mint leaves, blackberries, and simple sugar."
2022-05,"last year, by request, we created a nine mocktail recipes. we were shocked by just how popular these original mocktails were, so we went back to the kitchen."
2020-04,"an epic grapefruit salty dog cocktail that'll be the envy of summer! this refreshing salty dog drink is a mix of fresh grapefruit juice, vodka, sparkling water with a hint of lime."
2019-08,"tropical rum punch is a delicious cocktail recipe to make for a party or sip by the pool. a mix of juices, peach schnapps and coconut rum layered with fruit. with just one taste and you'll be transported to the beach!"
2021-05,"the gin gimlet cocktail is one of those classics that have been around forever, and with good reason. the original gin gimlet was 2-parts gin to 1-part rose's lime juice. rose's lime juice is lime juice that is preserved with sugar, making it not only sweet but also shelf-stable. this gave the gin gimlet a tart and sweet flavor beloved by so many of us and as well as a prominent place in cocktail history."
2019-07,lavender gin and tonic punch is light and refreshing! it's naturally flavored and the beautiful purple color is from butterfly pea tea. absolutely perfect party punch for spring and summer.
2021-12,"the apple cider mule is a mix of kinky vodka, limes, apples, apple cider, ginger beer, and spiced bitters to create a fusion of fall flavors for the perfect seasonal drink!"
2022-04,this is the best frozen strawberry daiquiri recipe ever! what really makes it so special is the splash of lime juice and how simple it is. just 4 simple ingredients in barely 5 minutes!
2021-05,"nothing says summer like a freshly cut slice of watermelon. this recipe from our friends at the national watermelon promotion board does the sweet fruit justice in the form of a boozy, colorful cocktail on the rocks."
2021-05,"indulge in an aperol aranciata cocktail during blood orange season on house - design, food and travel by house & garden"
2021-10,"talk about a holiday spirit! cranberry moscow mules are a perfectly sweet-tart, festively-hued seasonal drink. this classic cocktail with a twist will be a hit with merry-makers at all of your parties. craft individually, or create a large batch base so guests can make their own at a self-serve mule station."
2019-07,"these creamsicle prosecco floats are reminiscent of a childhood favorite treat, and only require 3 ingredients! they are perfect for brunch with friends, dessert on a warm night, or whenever you want to treat yourself!"
2019-03,"a tropical marriage of orange and cranberry juices, vodka with a hint of peach and vanilla float over ice, your ultimate sexy cocktail!"
2022-02,"the moscow mule, in addition to being delicious, is the perfect cocktail to make at home. it’s simple and fresh, and will impress your friends, especially during the holiday season. i like to add some fruity variation to the classic recipe, usually in the form of a simple syrup. simple syrups are great to use in cocktails, as they add a lot of flavor without diluting the drink substantially. they’re also very easy to prepare: mix together 1 cup of sugar and 1 cup of water, then add a specific spice, fruit, or flavor. the mixture is then poured into a saucepan and heated until the sugar is dissolved. afterwards, strain the mixture and chill for your next cocktail concoction. as it happens, cranberries are currently in season and perfect for a simple syrup, as they add both bitter flavor and sweetness. to make it, add ½ cup of fresh cranberries to the standard simple syrup recipe. after the sugar is dissolved into the water the mixture is then strained into a container and can be used in all your holiday cocktails for up to two weeks. in addition to the cranberry simple syrup, the ginger beer adds a spicy festive flavor. so if you’re planning any holiday parties this year, consider making the fun and spirited cranberry moscow mule!"
2022-04,"a fruity and refreshing summer vodka cocktail made with muddled fresh strawberries and raspberries, fresh rosemary, blackberry jam, honey syrup, and lemon juice."
2020-11,"a white christmas margarita pitcher recipe that will not disappoint. this creamy coconut margarita with lime juice, tequila, coconut water and cranberries tastes like summer and looks like christmas in a cup."
2022-02,these beautiful cocktail recipes are inspired by the gorgeous meringue bars from flower & white that can be found in our april 2021 gin of the month box. give our dessert-inspired lemon meringue martini gin cocktail a go along with our raspberry & white chocolate cocktail and the rest of the
2020-08,"you can make a strawberry daiquiri with either fresh fruit or frozen. this recipe is for frozen strawberries since you can get quality ones all year round. you can make with fresh strawberries if you have them. hull & slice the strawberries. add an extra 1/2 - 1 cup of ice (1 1/2 - 2 cups total), depending on the warmth of your other ingredients.this recipe is written for 2-3 cocktails (depending on how full you want to fill the glasses). it feels like a waste to pull out the blender for just one cocktail."
2020-11,blue hawaiian party punch is a simple vodka punch recipe that is perfect for a summer bbq.
2021-10,"this classic lemon drop martini recipe is a lemontini everyone will love. lemon drops are made with vodka, lemon, triple sec and simple syrup and are so refreshing. this is a delicious and easy cocktail recipe."
2020-05,"[i]a refreshing twist on a classic margarita with fresh blood orange juice, triple sec and fresh squeezed lime juice! [/i]"
2019-10,the refreshing elderflower gin cocktail gets a pop of color and flavor from the addition of blood orange juice.
2019-05,"the classic paloma is an easy-to-make cooler that combines tequila, lime juice and grapefruit soda."
2021-10,hot buttered rum is so comforting and easy to prepare. this recipe uses simple everyday ingredients you probably already have on-hand!
2020-05,"the blue hawaiian is a fun, refreshing cocktail made with rum, cream of coconut, pineapple juice, and curacao liqueur to create its signature blue color. invented in hawaii in the 1950s, this tiki cocktail will have you crooning like elvis!"
2022-01,"this pineapple kiwi mojito is made with fresh fruit and no added sugars or other juices. it looks like a fancy cocktail, but you'll be surprised by how simple it is to prepare and enjoy on a hot summer day!"
2021-03,"hawaiian mimosas - this easy cocktail recipe has just three ingredients and will make you think you're on a beach in paradise. pineapple, rum, and champagne is all it takes to make this delicious cocktail!"
2020-04,"nothing says summer like a freshly cut slice of watermelon. this recipe from our friends at the national watermelon promotion board does the sweet fruit justice in the form of a boozy, colorful cocktail on the rocks."
2022-02,hawaiian champagne punch is an easy mimosa recipe full of pineapple and orange juice and rum! it's the perfect party punch recipe!
2019-12,"peaches are a delicious summer staple in our home, and we also love our kentucky bourbon. put the two together, and you get this amazing bourbon peach smash cocktail, one of the most refreshing bourbon drinks we've ever had!"
2020-07,the painkiller is a rich and fruity tropical drink that is a specialty of the british virgin islands. ease your pain with this vacation in a glass.
2020-09,"a fresh, summer-friendly grapefruit cocktail perfect for outdoor parties"
2019-06,pineapple rum punch - the perfect mix of tropical flavors in one amazing and easy to make party drink!
2020-04,"cherry bomb recipe, a fresh cocktail or mocktail made with fresh (or frozen) cherries muddled with bourbon, vanilla, maple syrup, lemon and club soda."
2022-04,"this limoncello gin collins is fizzy and refreshing, with a prominent lemon flavor. minty simple syrup helps to balance out the tartness of the lemon juice and limoncello."
2021-03,"honey isn’t just for your crumpets, you know."
2019-10,"a minty fresh mojito no longer seems appropriate at this time of year and yet glass after glass of mulled wine can be a bit much. this winter-spiced pear cocktail bridges that gap perfectly, it’s light but the warming spices of star anise and cinnamon and the silky texture you get from the egg white make it a great seasonal alternative"
2020-12,"prepare yourself for the weekend with a refreshing blackberry dark and stormy. light and fruity, and just boozy enough to make the perfect summer drink."
2019-07,"this whisky cherry coke smash, made with crown royal, has a rather remarkable flavor profile that must be tasted to be believed."
2018-02,"the tequila honey bee is a refreshing cocktail from nick korbee, the executive chef and beverage director at egg shop in new york city"
2021-06,"this blueberry cocktail is made with fresh blueberries, lemon juice, jam, thyme and gin that is topped off with some ginger ale."
2022-05,elevate your holiday with a sparkling purple gin cocktail! empress gin & elderflower liqueur make this champagne cocktail a party favorite.
2018-05,the paper plane-a straightforward box-step of a recipe made with precisely equal proportion of four ingredients-may be the best bourbon cocktail that ...
2022-02,summer in a cup! this refreshing grapefruit paloma cocktail is the perfect sipper for those hot sunny days.
2021-12,this blackberry whiskey sour turns a classic whiskey sour into a fun and fruity cocktail.
2020-12,rudolph’s tipsy spritzer features the perfect balance of flavors that goes beyond a simple mix of vodka and cran. this easy holiday spritzer makes a party-perfect punch that can easily be made kid-friendly.
2019-05,a magic color changing butterfly pea tea mojito cocktail to wow your friends and family with the power of food magic - and science!
2020-05,your favorite sour watermelon candies just got an adult twist in this slushy recipe from delish.com.
2021-03,three fruit juices and clear rum make this easy tropical rum punch cocktail recipe perfect! single serve and pitcher instructions.
2021-12,"a delicious mix of vodka, st. germain (elderflower liquor), and fresh squeezed winter citrus juice, topped off with bubbly ginger beer and extra festive pomegranates. simple and refreshing, serve this festive cocktail pitcher style at your christmas gathering."
2021-04,"a twist on a classic smash cocktail.  delicious tequila cocktail made with smashed blackberries and a little mint, fresh lemon, and of course anejo tequila"
2018-02,"this is such a delicious cocktail and looks hella pro, the best thing is you can make it well in advance leaving you plenty of time to lap up all the compliments from your guests."
2019-11,"bourbon, light of my life, fire of my tongue. my sin, my soul. bo-ur-bon. these refreshing recipes have stood the test of time, just like jim beam® bourbon."
2021-01,"cool down from the summer heat wave with this fresh cucumber apricot gin fizz that has fresh, juicy apricots and cooling cucumbers all muddled with a spike of botanical gin!"
2020-04,"this lime in the coconut cocktail recipe combines fresh lime juice, coconut milk and crushed ice for a refreshing summer daiquiri! the non-alcoholic version is just as good and resembles a brazilian lemonade!"
2020-12,"a lightened up skinny paloma made with freshly juiced grapefruit, tequila, lime juice and sparkling water."
2022-05,"gorgeous dragon fruit juice muddled together with mint, vanilla and lime in a fruity sparkling mojito cocktail!"
2017-01,"combining southern comfort, amaretto, sloe gin and orange juice, the alabama slammer cocktail is an old favorite that packs a boozy punch."
2020-06,a magical purple hued spanish style gin & tonic featuring empress gin.
2022-04,"sweet lychee, tangy raspberry and a topping of bubbles are the star ingredients in @cooking_with_wine's raspberry lychee spritz."
2020-04,"this strawberry-basil moscow mule is a fruity twist on the classic! mixed with vodka and spicy ginger beer, it's a perfect cocktail for a hot summer afternoon."
2021-02,"make the most of the season’s plump, ripe figs in this pretty twist on a gin and tonic. it's a beautifully tasty gin and tonic recipe!"
2020-07,"this strawberry gin and tonic is an easy, refreshing cocktail that's a fun twist on your favorite g&t!"
2022-02,"this simple bramble cocktail is made in a cocktail shaker, then poured over crushed ice for a cool and refreshing sip. the layering looks complicated, but it's so simple it's almost criminal. you'll pour black raspberry liqueur over the gin sour; since it's heavier than gin, it will naturally sink to the bottom, creating a ridiculously fancy looking cocktail with almost zero effort."
2021-01,"an earl grey old fashioned is an elevated version of the classic cocktail, with the rich and warm flavor of tea-infused bourbon. it’s made with home-made earl grey simple syrup. easy to make, silky smooth, and delicious as a summer night-cap!"
2021-12,"this delightful frosty the snowman cocktail will bring back childhood memories of the classic christmas special! loaded with peppermint flavor, it's sure to put a smile on just about anyone's face this season."
2021-07,"if you decorate your home well, you may feel like something is still missing. in your apartment, there is a lot of bare wall space, and you do not want to cover it up with tacky posters.  go with the cool cocktail tin signs , choose from 24 designs that will make any room inviting. perfect for your home kitchen bar, coffee shop, pub or any coffee corner. our signs are made out of tin so they’ll hold up much better than any flimsy poster ever will. you can add our  cocktail tin signs to any wall decor to make it unique.   the tin signs come with four pre-punched holes, so they can be mounted easily on walls or fences. no need for adhesive or special equipment! both edges and rounded corners are rolled and hemmed. it is great as wall pediments for home, kitchen, cafe, pub, restaurant, store and so on. the signs would make a great gift for friends, dads, and moms on their birthdays, holidays, new year's, and mother & father's day. specification  size: 15x30cm (5.9x11.8 inch) weight: 0.18kg (0.39lbs)  24 different designs  made from durable metal printed with two-color finish on tin, which can be displayed for many years easy to hang, equipped with four screws holes and can be installed with double tape. retro-artificial bronze and rust give it the perfect look of retro feeling."
2021-08,"everyone needs a few delicious homemade beverages up their sleeve for upcoming summer parties, and nothing is more refreshing on a hot day than one of these 25 cold, fruity, summer drink recipes. this list is packed with sweet sippers you’ll love—from classics like strawberry lemonade and strawberry smoothies, to fresh new favorites like pomegranate [...]"
2021-12,this amazing cranberry margarita is packed with sweet tart flavor and a brilliant bright red color! a delicious spin on the classic.
2022-04,this recipe for pink gin prosecco cocktails will get the party started! also be sure to check out our julep inspired empress gin dri...
2021-02,"these are the fast, easy, and refreshing tequila drinks of your dreams."
2020-05,"put a fruity summer twist on the classic moscow mule with this grapefruit moscow mule recipe! visit for hundreds of cocktail recipes, party ideas and more!"
2021-09,"get transported to southern italy with this refreshingly delicious limoncello gin martini, a cocktail that features the zesty liqueur along with gin, lemon juice and simple syrup. salute!"
2018-10,"we’re officially in apple-picking, cozy-sweater season and we’re not complaining one bit. the flavors of this season are always our favorite, so we’re combining a few for a special cocktail."
2018-09,what better way to welcome summer than with this summer citrus white sangria! this refreshing cocktail is so delicious and made with fresh ingredients!
