Date,Ingredients
2019-06,"June 06, 2019,The bar team at The Franklin created this riff on the Whiskey Sour to take the edge off the sweltering New Orleans summers.,1½ oz. bourbon1 oz. fresh lemon juice½ oz. rich Demerara syrup (2:1)¼ oz. crème de pêche1 barspoon Herbsaint1 fresh egg white (pasteurized, if you like)Tools: shaker, strainerGlass: rocksGarnish: Angostura bitters,Dry shake (no ice) the egg white with the lemon juice in a shaker for about 5 seconds, then add the remaining ingredients and shake with ice. Strain into a rocks glass filled with fresh ice and garnish with a spray of Angostura bitters.,Matt LoFink, Evan Wolf & Jason Sorbet,The Franklin, New Orleans,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2019-03,"March 12, 2019,At Lost Hours, the new Koreatown bar from the team behindDeath & Co, the cocktail menu is structured around the four elements of nature: Air, Water, Earth, and Fire. From the Earth section, the Pennington Daiquiri zeros in on “green” flavors. “The grassiness of rhum agricole balanced by the herbaceous flavor of Suze helps create a complex but easy-drinking Daiquiri-inspired cocktail,” says beverage director Tyson Buhler.,1 oz. rhum agricole blanc (Lost Hours uses Rhum JM)¾ oz. brandy (Lost Hours uses BERTOUX)¾ oz. fresh lemon juice½ oz. Suze½ oz. honey syrup (3:1)¼ oz.simple syrup(1:1)Tools: shaker, strainer, fine strainerGlass: coupeGarnish: lime wedge,Combine all the ingredients in a shaker with ice and shake until chilled. Double strain into a chilled coupe, then garnish.,Tyson Buhler,Lost Hours, New York City,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2019-05,"May 07, 2019,“This is a cocktail that, unnaturally for me, was a name before a drink,” says Lady Jane general manager Minetta Gould. “I took the words quite literally here, building a golden cocktail (turmeric, ginger, & orange juice) and used rose as an aromatic instead of within the drink.”,1½ oz. gin¾ oz. fresh orange juice¾ oz. fresh lemon juice½ oz. ginger syrup½ oz. fresh egg white (pasteurized, if you like)½ tsp. ground turmericTools: shaker, strainer, fine strainerGlass: coupeGarnish: dehydrated rose petals,Combine all the ingredients in shaker with ice and shake vigorously. Strain into a mixing glass, dump the ice from the shaker out, and put the cocktail back into the shaker to dry shake one more time. Fine strain into a coupe and garnish.,Ginger Syrup:Peel and juice enough ginger to get 2 ounces of juice. Combine with equal parts white sugar in a saucepan and simmer on low heat to dissolve sugar. Let syrup chill before mixing into the cocktail.,Minetta Gould,Lady Jane, Denver, CO,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2019-05,"May 06, 2019,In ourMay/June 2019 issue, we highlight where (and what) to drink in Burlington, Vermont. If you’re thirsty for more of the Queen City, make your way to Burlington’s South End District where you’ll findThe Great Northern—a restaurant collaboration between a local chef and the folks atZero Gravity Craft Brewery. The beloved spot churns out a creative cocktail list featuring drinks like The Showdown, a rum cocktail inspired by theTrinidad Sour. With two types of rum, bitters and lemon, the drink showcases “bold flavors all around that find a way to work together for a delightful balance,” says bar manager Jeff Baumann.,¾ oz. Jamaican rum (Great Northern uses Smith & Cross)¾ oz.simple syrup(1:1)½ oz. blackstrap rum½ oz. Angostura bitters½ oz. fresh lemon juiceTools: shaker, strainerGlass: coupe,Add all the ingredients to an ice-filled shaker and shake until chilled. Strain into a chilled coupe.,Jeff Baumann,The Great Northern, Burlington, Vermont,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2019-03,"March 22, 2019,,The heat of jalapeño makes the pineapple and ginger flavors pop in this mezcal cocktail.,1½ oz. mezcal½ oz. orange liqueur1 oz. fresh lime juice½ oz. ginger syrup½ oz. pineapple jalapeño syrup1 fresh egg white (pasteurized, if you like)Tools: shaker, strainerGlass: cocktailGarnish: cayenne mix (1:1:1 sugar to salt to cayenne),Dry shake all the ingredients together without ice to combine. Add ice, shake again to chill, then strain into a chilled glass. Garnish.,Ginger Syrup:Combine 1 cup of ginger juice with 1½ cups of simple syrup (1:1). Shake to combine.,Pineapple Jalapeño Syrup:Combine 1 cup of pineapple juice with 1 cup of superfine sugar and stir to dissolve. Chop up one medium-sized jalapeño and add to syrup, checking regularly until the desired amount of spice comes through (Yard usually lets it go for 24-48 hours).,Melissa Yard,Joséphine Wine Bar, Charleston,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2019-03,"March 27, 2019,A touch of crème de menthe and large bouquet of mint make this tequila cocktail from Chicago’s Young American extra-refreshing.,1½ oz. blanco tequila½ oz.pineapple syrup(McKinley usesSmall Hand Foods)½ oz. fresh lime juice¼ oz. honey1 barspoon crème de menthe1 lime wedge6 mint leavesTools: muddler, shaker, strainerGlass: rocksGarnish: mint,Muddle 1 lime wedge with 6 mint leaves. Add the remaining ingredients, plus ice, and shake until cold. Strain into the glass over fresh ice and garnish.,Julia McKinley,Young American, Chicago,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2019-08,"August 30, 2019,San Francisco bartender Cynthia Tran created this cocktail as a vehicle for the pineapple sage growing in her garden. “The aromatics of Aperol and pineapple sage were begging for a light and refreshing rum cocktail,” she says.,1 oz. white rum1 oz. pineapple sage-infused Aperol1 oz. yellow Chartreuse1 oz. fresh lime juiceTools: shakerGlass: footed chaliceGarnish: pineapple sage sprig,Shake all of the ingredients together with crushed ice. Pour the contents of the shaker into a glass, then garnish.,Pineapple Sage-Infused AperolGently muddle 2 cups of loosely packed fresh pineapple sage and combine with 1 liter of Aperol. Let the mixture infuse for 2 to 3 hours, then strain.,Cynthia Tran,Tratto, San Francisco,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2019-01,"Friday Saturday Sunday, Philadelphia,Photo:John Valls,January 31, 2019,Bonded bourbon gives this rich cocktail a little extra oomph.,Bonded bourbon gives this rich cocktail a little extra oomph.,Share this recipe:,Stir all the ingredients with ice to chill, and strain into a glass holding a single large ice cube. Garnish.,,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 1½ oz. bottled-in-bond bourbon (Old Granddad recommended),¾ oz. Becherovka,¾ oz. dry Riesling (Trimbach recommended),½ oz. banana liqueur (such as Giffard),12 dashes chocolate bitters,Tools:barspoon, strainer,Glass:Old Fashioned,Garnish:lemon twist"
2019-01,"Rider, Seattle,Photo:Emma Janzen,January 23, 2019,A bright but balanced cocktail.,Whiskey and pineapple lead the charge in this complex medley from Seattle.,Share this recipe:,Combine all the ingredients in a shaker with ice and shake. Strain into a chilled coupe and garnish (optional).,,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 1½ oz. bourbon,¾ oz. pineapple juice,¼ oz. elderflower liqueur,¼ oz. Aperol,¼ oz. fresh lemon juice,¼ oz. honey,Tools:shaker, strainer,Glass:coupe,Garnish:dehydrated pineapple slice"
2019-05,"May 17, 2019,Sparkling wine lends an elegant bounce to this mix of tequila and grapefruit liqueur.,1½ oz. blanco tequila1 oz. grapefruit liqueur¾ oz. fresh lime juice2 dashes saline solution (1 part sea salt to 4 parts water)3 oz. chilled cava or other sparkling wineTools: shaker, strainer, fine strainerGlass: white wine glassGarnish: grapefruit twist,Shake the first 4 ingredients with ice, then strain into a chilled glass and top with sparkling wine; garnish.,Jeff Kinder,The Jazz Estate,Milwaukee,,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
