Date,Ingredients
2018-12,"December 26, 2018,Inspired by the classicJungle Birdcocktail, Brian Miller lets tequila do the talking in this variation, which also welcomes mezcal, Campari and orgeat to the glass for an extra layer of flavor.,1½ oz. blanco tequila½ oz. mezcal½ oz. Campari½ oz. orgeat½ oz. fresh lime juice½ oz. fresh grapefruit juice1 oz. pineapple juice4 dashs absintheTools: blenderGlass: rocksGarnish: pineapple wedges and leaves,Combine all the ingredients in a blender with 4 large ice cubes and flash blend for five seconds. Pour into a glass and top with crushed ice. Garnish.,Brian Miller,The Polynesian, New York City,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2018-09,"September 06, 2018,For this rum cocktail, Gillian White puts a sophisticated twist on her version of theHurricanewith the use of two premium rums and a touch of green Chartreuse. “This drink is meant to be fun and nostalgic … and a bit fruity and boozy too,” she says.,1 oz. Plantation Stiggins’ Fancy Pineapple Rum¾ oz. Plantation O.F.T.D rum¼ oz. green Chartreuse¼ oz.grenadine½ oz. passion fruit syrup (such asSpeed Craft)¾ oz. fresh lime juiceTools: shakerGlass: CollinsGarnish: half orange wheel, grated nutmeg,Shake all the ingredients in a shaker with ice. Pour the contents of shaker into a Collins glass and top with cracked ice. Garnish.,Gillian White,Meauxbar, New Orleans,,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2018-01,"Craft+Cocktails,Photo:Photo by Ashley Rose Conway,January 24, 2018,Move over Mimosa—there’s a new drink at the brunch table.,Move over mimosa, thisBreakfast Bramblemight just be the perfect brunch cocktail. Ashley Rose Conway, fromCraft+Cocktails, combines two breakfast table staples—jam andyogurt—to a create a cocktail that’s lightly creamy and perfectly sweet and tangy.,Share this recipe:,Combine all the ingredients in a shaker with ice. Shake and strain into a glass with fresh crushed ice and garnish.,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 1½ oz. gin,¾ oz. crème de mûre (blackberry liqueur),1 ½ Tbsp. stone fruit jam (Conway uses apricot rosemary jam from The Jam Lab),1 Tbsp. plain Greek yogurt,½ oz. fresh lemon juice,Tools:shaker, strainer,Glass:Old Fashioned,Garnish:fresh blackberries, lemon slice"
2018-04,"Margo’s, Santa Monica, California,Photo:Courtesy of Margo's,April 26, 2018,Avocado lends a creamy texture to this mezcal margarita.,Share this recipe:,Rim a glass with chili salt and add ice and set aside. In a shaker, add the avocado and ice. Shake hard to break down the avocado. Add the mezcal, lime, agave and shake until cold. Strain into a prepared rocks glass. Garnish.,Margo’s Chile Salt: Add 2 parts of kosher salt to 1 part Aleppo pepper and a dash of cayenne.,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 2 oz. mezcal,1 oz. fresh lime juice,¾ oz. agave syrup,¼ ripe avocado,Chili salt for rim,Tools:shaker, strainer,Glass:rocks,Garnish:lime wheel"
2018-02,"The Macintosh, Charleston, SC,Photo:Andrew Cebulka,February 10, 2018,Orange jam and bourbon mimic the tried-and-true combo.,Inspired by the tried-and-true combo of jam on toast, this brunch cocktail from Charleston perfectly translates breakfast to the cocktail glass.,Share this recipe:,Shake all the ingredients well, pour the contents into a double rocks glass. Garnish.,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 1½ oz. bourbon,¼ oz. Drambuie,½ oz. honey syrup,½ oz. fresh lemon juice,1 heaping barspoon orange marmalade,2 dashes Bittermen's Mole bitters,Tools:barspoon, shaker, strainer,Glass:double rocks,Garnish:thyme sprig, orange slice"
2018-08," circa 1937, adapted by Jeff “Beachbum” Berry,Latitude 29, New Orleans,Photo:Max Kelly,August 20, 2018,A tropical classic unearthed by Jeff “Beachbum” Berry.,The Kona Cocktail recipe from Don the Beachcomber was only recently revealed by tiki historian Jeff “Beachbum” Berry in the newest edition ofSippin’ Safari. The original Jamaican rum used in this circa 1937 recipe no longer exists; Berry suggests using Rum-Bar Gold or Hamilton Jamaican Gold as a replacement.,Share this recipe:,Combine all of the ingredients in a blender and blend on high for 20 seconds, or until pineapple has liquified. Strain through a medium-mesh strainer into a chilled glass, agitating as you strain to force as much liquid as possible into the glass.,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 1 oz. gold Jamaican rum,½ oz. fresh lime juice,¼ oz. passion fruit syrup,¼ oz. honey syrup (1:1),2 Tbsp. diced fresh pineapple,½ cup crushed ice,Tools:blender, medium-mesh strainer,Glass:cocktail"
2018-12,"Raised by Wolves, San Diego,Photo:Anne Watson,December 29, 2018,High-proof bourbon sets a bold tone for this tropical refresher from Raised by Wolves in San Diego.,Share this recipe:,Combine all ingredients in a mixing tin with ½ oz. pebble ice and shake to briefly chill and dilute. Strain into a chilled filled with pebble ice. Garnish.,,,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 2 oz. bourbon (Castro uses Maker's Mark Cask Strength),¾ oz. fresh lemon juice,1 oz. pineapple juice,½ oz. falernum,½ oz. simple syrup (1:1),2 dashes Angostura bitters,Tools:shaker, strainer,Glass:hurricane,Garnish:cinnamon stick and mint sprig"
2018-04,"Hotel Kabuki, San Francisco,Photo:Aubrie Pick,April 12, 2018,A bright and frothy combo of gin, hibiscus, lemon and egg white.,A floral syrup richens the dry, herbaceous character of gin in this hibiscus cocktail from Hotel Kabuki.,Share this recipe:,Shake all the ingredients with ice then strain into a tin. Shake one more time without ice, then double strain into a chilled coupe. Garnish.,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 2 oz. dry gin (Hotel Kabuki uses St. George Terrior),1 oz. hibiscus tea syrup,1/2 oz. fresh lemon juice,1 fresh egg white (pasteurized, if you like),3 dashes Peychaud's bitters,Tools:shaker, strainer,Glass:coupe,Garnish:cherry blossom petals (optional)"
2018-05,"May 07, 2018,Death & Co. beverage director Tyson Buhler combines flavors of smoke, fruit and spice in this stunning stirred cocktail.,1¼ oz. bourbon½ oz. Scotch¼ oz. Jamaican rum2 tsp. coffee liqueur1 tsp. passion fruit liqueurTools: barspoonGlass: Old FashionedGarnish: orange twist,Combine all the ingredients in a mixing glass with ice and stir to chill. Strain into an Old Fashioned glass over a single ice cube. Garnish.,Tyson Buhler,Death & Co.Denver,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2018-01," Houston,Photo:Max Kelly,January 02, 2018,Blackberry liqueur deepens the flavors of this bourbon cocktail from Better Luck Tomorrow.,Houston bartender (and 2018 Bartender of the Year) Alex Negranza—who moved to the city from Seattle—named this drink for fellow transplant Slick Watts, an NBA point guard who played for the Seattle Supersonics from 1973 to 1978 before moving to Texas to play for the Houston Rockets.,Share this recipe:,Stir all of the ingredients with ice to chill, strain into an ice-filled glass, then garnish.,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 1½ oz. bourbon,¾ oz. sweet vermouth (such as Cocchi Vermouth di Torino),¼ oz. Campari,¼ oz. crème de mure,1 dash Peychaud’s bitters,Tools:barspoon, strainer,Glass:highball,Garnish:orange peel, blackberry, cherry"
2018-12,"Dead Rabbit, New York City,Photo:Gregory Buda,December 29, 2018,Perfect for your next fall gathering.,Blending the malty flavors of Irish whiskey with the bright fruity notes of Calvados and citrus makes this punch from Dead Rabbit a perfect crowd-pleaser (the recipe makes enough for 10 people). Genmaicha is a puffed brown rice tea that’s available at most grocery stores, tea shops and Asian markets. “Tea is common in punches, and this one in particular was chosen to go with the grain and malt notes of the Irish whiskey,” says bartender Jillian Vose.,Share this recipe:,Fill a large punch bowl with a block of ice and add all the ingredients. Stir to combine. Use a ladle to pour single servings into glasses and garnish with freshly grated nutmeg.,Cinnamon Syrup:1 oz. crushed cassia cinnamon bark3 cups water3 cups fine sugar,Combine all the ingredients in a pot. Bring to a boil, stirring frequently. Remove from the heat and store in a clean container at room temperature for 12 hours. Strain through a fine mesh strainer, bottle, label and store in refrigerator. Makes 1 liter.,Genmaicha Tea Syrup:1 oz. Genmaicha tea3 cups water3 cups fine sugar,Combine all the ingredients in a pot. Bring to a boil, stirring frequently. Remove from the heat and store in a clean container at room temperature for 30 mins. Strain through a fine mesh strainer, bottle, label and store in refrigerator. Makes 1 liter.,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 10½ oz. Irish whiskey (Vose uses Bushmills Red Bush),5 oz. Calvados,2½ oz. fresh pineapple juice,7½ oz. fresh lemon juice,2½ oz. cinnamon syrup,5 oz. Genmaicha green tea syrup,20 dashes peach bitters (Vose uses Bittered Sling),Tools:shaker, strainer,Glass:rocks, mug or punch,Garnish:grated nutmeg"
2018-01,"January 15, 2018,California brandy’s richness is countered by gin’s spark in this adaptation of a classic cocktail.,1 oz. California brandy¾ oz. London dry gin1 oz. Cointreau¾ oz. fresh lime juiceTools: shaker, strainer, fine strainerGlass: cocktailGarnish: orange twist,Shake all ingredients with ice and double-strain into a chilled glass. Garnish.,Adapted by Gabriel Lowe,The Cognac Room, San Francisco,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2018-10,"The Violet Hour, Chicago,Photo:Emma Janzen,October 22, 2018,A modern classic with Cynar, sweet vermouth, lemon and orange bitters.,First featured on an early menu at the Violet Hour in Chicago, Stephen Cole’s Bitter Giuseppe cocktail has become a modern classic, with iterationspopping upon menus at places likeCurein New Orleans andElskeand Ludlow Liquors in Chicago.,Share this recipe:,Stir all the ingredients together in a mixing glass with ice until chilled. Strain into a rocks glass over a single large ice cube and garnish.,Share this recipe:,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, 2 oz. Cynar,1 oz. sweet vermouth (Cole uses Carpano Antica),¼ oz. fresh lemon juice,6 dashes orange bitters,Tools:mixing glass, barspoon,Glass:Old Fashioned,Garnish:lemon peel"
2018-02,"February 20, 2018,Hibiscus helps cut through the heat of habanero pepper in this twist on the Tequila Sunrise.,¾ oz. blanco tequila¾ oz. mezcal¾ oz. hibiscus-habanero syrup6 oz. Seville orange juice (or substitute 4 oz. fresh orange juice and 2 oz. fresh lime juice)Glass: CollinsGarnish: dehydrated orange wheel (or fresh),Combine the tequila, mezcal and juice in a Collins glass, then fill the glass with crushed ice. Drizzle the syrup over the top of the ice to create an ombré effect. Garnish.,Hibiscus-habanero syrupIn a saucepan, combine 60 grams of dried hibiscus flowers; 35 grams of seeded, chopped habanero; 1 vanilla bean, split and scraped; the zest from 1 orange; and 400 grams each of sugar and water. Heat to a boil, allow to cool, then strain out the solids through cheesecloth and refrigerate the finished syrup; use within 2 weeks.,Ignacio “Nacho” Jimenez forGhost Donkey, New York City,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
2018-03,"March 22, 2018,Pisco shines when mixed with bright, fruity flavors like pineapple and pomegranate.,2 oz. pisco1 oz. pineapple juice½ oz. fresh lemon juice½ oz. pomegranate syrupTools: shaker, strainerGlass: coupeGarnish: crushed pink peppercorns,Shake all the ingredients in a mixing tin with ice until chilled. Strain into a chilled coupe and garnish.,Pomegranate Syrup: Mix 1 cup of pomegranate juice in a saucepan until simmering. Add 1 cup of sugar. Stir until dissolved. Let cool and store in the refrigerator for up to 2 weeks.,Johnny Livanos,Ousia, New York City,Did you enjoy this recipe?Sign upfor our newsletter and get our favorite drink recipes of the moment in your inbox every month.,Subscribe and Save,,Sign up for our newsletter and get biweekly recipes and articles delivered to your inbox.,Imbibe is liquid culture. In every issue of the James Beard award-winning magazine and on our website, we celebrate drinks as a distinct culinary category, deserving in-depth exploration of the people, places, cultures and flavors that make the world of drinks so fascinating.,Call Us Toll-Free1-877-246-2423or503-595-0144, "
