Date,Ingredients
2020-04," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,2 ounces blanco tequila,1 ½ ounces pineapple juice (preferably freshly juiced and strained),¾ ounce freshly squeezed lemon juice,¾ ounce simple syrup,2 dashes of orange bitters,1 dash of Angostura bitters (optional),Pineapple slice, for garnish,Combine the first six ingredients in a chilled cocktail shaker. Shake and strain over fresh ice into a glass. Garnish with the pineapple slice.,Excerpted fromEAT. COOK. L.A.: Recipes from the City of Angels© 2019 by Aleksandra Crapanzano. Photography by Ray Kachatorian. Reproduced by permission of Ten Speed Press, a division of Penguin Random House, Inc.
Buy the full book fromAmazon.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Fresh spring cocktails that are easy to make at home.,Yes, you can add it to fruit salad. But there’s more to pineapple than that.,Make dad drinks, not dad jokes.,37 tequila drinks to make at home."
2015-06," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,2 strawberries, hulled, sliced,1 teaspoon sugar,2 ounces tequila blanco,1 ounce fresh lemon juice,3/4 ounce dry rosé,Muddle strawberries and sugar in a cocktail shaker until lightly crushed. Add tequila, lemon juice, rosé, and a single large ice cube. Cover and shake until outside of the shaker is frosty, about 30 seconds. Pour drink with ice cube into a rocks glass (do not strain).,Cool off—and get a little tipsy—with these refreshing summer favorites.,Tequila is just the beginning.,Take those berries and pickle them, salad them, shortcake them, and more.,37 tequila drinks to make at home.,Make a big batch of this simple strawberry dish for quick and easy breakfasts, desserts, and snacks all week long.,Toss out the OJ and Prosecco. You don't need them anymore.,Dinner, dessert, and even cocktails are easier when you tap into this underrated tool.,Not sure what to make with that pallet of berries you brought home? We have 19 ideas.,The reason for the season is berries. Boozy berries."
2020-07," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,1 large ice cube, plus more ice cubes for the cocktail shaker,1 slice serrano chile, seeded,5 or 6 fresh cilantro leaves,2 oz. [60 ml] mezcal,1 oz. [30 ml] fresh pineapple juice,3/4 oz. [22.5 ml] rich simple syrup (see note),1/2 oz. [15 ml] fresh lime juice,1 pineapple leaf for garnish,Put the large ice cube in an old-fashioned glass. Muddle the serrano chile with the cilantro leaves in a cocktail shaker. Add the mezcal, pineapple juice, simple syrup, lime juice, and ice cubes. Shake vigorously and strain over the large ice cube in the glass. Garnish with the pineapple leaf.,FromAmáby Josef Centeno and Betty Hallock, copyright © 2019. Reprinted with permission from Chronicle Books.
Buy the full book fromAmazon.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Yes, you can add it to fruit salad. But there’s more to pineapple than that.,Make better cocktails at home by cracking open a bottle of mezcal."
2021-03," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,1 lemon wheel,1 orange wheel,¾ oz. simple syrup (1:1 sugar:water),3 oz. amontillado sherry,Garnish: berries in season, citrus, mint, a Lego minifig—anything, really,In a mixing glass or cocktail shaker, add the lemon, orange, and simple syrup, and muddle. Add the sherry, fill with ice, and shake. Finely strain into a Collins glass over crushed ice. Top up with additional crushed ice and garnish like there’s no tomorrow.,FromSherry: A Modern Guide to the Wine World's Best-Kept Secret, with Cocktails and Recipesby Talia Baiocchi. Copyright © 2014 by Talia Baiocchi. Published by Ten Speed Press, a division of Random House LLC. Photography copyright © 2014 by Ed Anderson.
Buy the full book fromAmazonorBookshop.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,Cool off—and get a little tipsy—with these refreshing summer favorites."
2020-07," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,2 oz. mezcal, such as Vago Espadín,½ oz. fresh lime juice,½ oz. fresh ginger juice,1 oz. agave nectar,1½ oz. sparkling water,Add all ingredients to a cocktail shaker and dry shake. Careful—the bubbles in the soda water will give a little pushback, but don’t sweat it! Strain into a copper mule mug and add fresh rocks. Garnish with a sprig of mint and a quartered lime (optional).,Excerpted fromMezcal© 2017 by Emma Janzen. Reprinted with permission of Voyageur Press.
Buy the full book fromAmazon.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Make better cocktails at home by cracking open a bottle of mezcal."
2021-03," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,3 oz. (75 ml) white port,Tonic water,Garnish: Slice or wedge of lemon, sprig of rosemary,Pour the white port into a tall glass over ice. Top up with tonic water, to taste, and garnish with the lemon and rosemary.,Reprinted with permission fromAperitif: A Spirited Guide to the
Drinks, History and Culture of the Aperitif, copyright © 2018 by Kate Hawkings. Published by Quadrille Publishing.
Buy the full book fromAmazonorBookshop.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Fresh spring cocktails that are easy to make at home."
2021-03," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,Wheel of English cucumber,½ oz. Cynar,1½ oz. Pimm’s No. 1,4 oz. tonic water, such as Fever-Tree,Garnish: long English cucumber spear and lemon wedge,Muddle the cucumber wheel and Cynar in the bottom of a highball glass. Add ice cubes, Pimm's, and tonic water. Stir gently, then add the cucumber spear and the lemon wedge.,Reprinted fromThe New Craft of the Cocktail: Everything You Need to Know to Think Like a Master Mixologist, with 500 Recipesby Dale DeGroff. Copyright © 2020. Photographs by Daniel Krieger. Published by Clarkson Potter, a division of Penguin Random House, LLC. Buy the full book fromAmazon.,Celebrate the warmer weather with these refreshing spring drinks.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Fresh spring cocktails that are easy to make at home.,Get a head start on spring cooking, even if you don’t have spring produce."
2020-08," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,3 oz. dry white vermouth,¾ oz. fresh lemon juice,¾ oz. simple syrup (see note),3 orange slices,Combine the vermouth, lemon juice, simple syrup, and 2 of the orange slices in a cocktail shaker and muddle to break down the orange. Add ice cubes to fill the shaker three-quarters full, cover, and shake to chill, about 15 seconds.,Fill a rocks glass with ice cubes and strain the cocktail over the ice. Garnish with the remaining orange slice.,FromDay Drinking: 50 Cocktails for a Mellow Buzz, © 2017 by Kat Odell. Reprinted by permission of Workman Publishing Company.
Buy the full book fromAmazon.,Cool off—and get a little tipsy—with these refreshing summer favorites.,The bottle's not going to drink itself. But you don't have to commit to a dozen martinis."
2020-12," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,¾ ounce Aperol,¾ ounce Martini & Rossi Sweet Vermouth,1 ounce fresh orange juice,2 ounces Prosecco, such as Mionetto Prosecco Brut Valdobbiadene,Half orange wheel, for garnish,Build the Aperol, vermouth, and orange juice in a highball glass filled three-quarters full with ice cubes. Stir and top with the prosecco. Garnish with the half orange wheel.,Reprinted fromThe New Craft of the Cocktail: Everything You Need to Know to Think Like a Master Mixologist, with 500 Recipesby Dale DeGroff. Copyright © 2020. Photographs by Daniel Krieger. Published by Clarkson Potter, a division of Penguin Random House, LLC. Buy the full book fromAmazon.,It's time to pop some bottles.,Whether served with hors d’oeuvres or sipped post-pie, these seasonal cocktail recipes make for a more festive holiday.,Cool off—and get a little tipsy—with these refreshing summer favorites."
2018-06," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,1 (12-oz.) can ginger beer,2 1/2 oz. gin,1 1/2 oz. fresh lemon juice,4–5 dashes Angostura bitters,Pour off or drink 5 oz. from ginger beer so that 7 oz. remain in can. Combine gin, lemon juice, and bitters in a measuring glass or cocktail shaker. Fill with ice and stir or shake well to combine, about 20 seconds. Strain into can.,Ribs, grilled chicken, and corn galore.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Whether you like your gin drinks bracing and boozy or light and refreshing, stirred or shaken, frozen or fizzy, there’s a recipe here for you.,Make dad drinks, not dad jokes.,Making delicious cocktails doesn't have to be fussy.,A Lebanese pepper dip, a buttery-but-light pound cake, and imminently dippable chicken fingers.,Grilled chicken legs, soda can cocktails, strawberry shortcake pops, and more for a sunny, summery weekend.,These cocktails can be taken with you to the park, to the beach, to your backyard, and anywhere else you don't want to be caught carrying a cocktail glass."
2018-06," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,1 large or 2 small ripe strawberries, halved,3/4 ounce fresh lemon juice,1/2 ounce undiluted honey,2 ounces gin,1 heaping teaspoon plain Greek yogurt,GARNISH: freshly ground black pepper and a vertical slice of strawberry,Combine strawberries, lemon juice, and honey in a cocktail shaker and muddle until well broken up. Add gin and Greek yogurt and fill shaker with ice. Shake until well chilled, about 15 seconds. Fill a rocks glass with crushed ice, then double-strain cocktail into it. Grind black pepper on top and garnish with the strawberry slice.,FromThe One-Bottle Cocktail© 2018 by Maggie Hoffman. Published by Ten Speed Press.
Buy the full book fromAmazon.,Celebrate the warmer weather with these refreshing spring drinks.,Tangy yogurt goes savory and sweet—here are our favorite recipes to use up the rest of that tub in your fridge.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Whether you like your gin drinks bracing and boozy or light and refreshing, stirred or shaken, frozen or fizzy, there’s a recipe here for you.,Take those berries and pickle them, salad them, shortcake them, and more.,Make dad drinks, not dad jokes.,Making delicious cocktails doesn't have to be fussy.,Easy appetizers that transition to full meals, strawberries two ways, and an iced-tea take on a hot toddy.,Love yourself? Love someone else? Either way, toast to Valentine's Day with these bright and beautiful cocktails."
2017-08," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,1 fresh pineapple (about 4 pounds),1 cup white rum,1/4 cup fresh lime juice,1/3 cup mint leaves, plus more for garnish,1 tablespoon (or more) sugar (optional),Cocktail umbrellas, sliced fruit, flowers, maraschino cherries, and/or any other tiki drink decoration (optional),Trim top of pineapple to remove leaves, but leave top in tact. Cut pineapple in half crosswise. Run a knife in a circle around inside of halves 1/2"" away from the skin. Cut across core of pineapple twice, creating 4 pieces and loosening the fruit. Using a big spoon or ice cream scoop, scoop out inside of each pineapple half. Place pineapple ""cups"" in freezer.,Discard core and finely chop pineapple (you should have about 4 cups). Place in a single layer on a parchment-lined sheet tray and freeze at least 1 hour.,Blend frozen pineapple, rum, lime juice, 1/3 cup mint, and 2 cups ice in a blender until smooth. Taste and add sugar, if needed.,Fill pineapple ""cups"" with mojito mixture, reserving extra for refills. Garnish with mint sprigs and tiki drink decoration, if using. Reserve remaining mojito mixture in freezer for second serving or serve in alternate glasses.,Pineapple ""cups"" can be hollowed out 3 days ahead; keep frozen. Pineapple chunks can be frozen up to 3 months ahead.,Ribs, grilled chicken, and corn galore.,Make your summer better with recipes for breezy side dishes, desserts, cocktails, grilled mains, and simple weeknight dinners.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Yes, you can add it to fruit salad. But there’s more to pineapple than that.,Including cakes, cream pies, and drinks both boozy and refreshing.,Make dad drinks, not dad jokes.,Easy recipes for the grill, frosty frozen cocktails, and a breakfast buffet that will totally stun.,Whether it's served for dinner, drinks, breakfast, or dessert, pineapple will brighten any meal.,Light the torches. Lay on the leis. It's tiki time."
2017-08," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,For the cocktail:,1 1/2 cups fresh or frozen red berries,3/4 cup sugar,1 1/4 cups vodka,3/4 cup fresh lemon juice,1 teaspoon rose water,For the ice cube garnish (optional):,Fresh or frozen red berries,Small roses or rose petals,Bring berries, sugar, and 1/2 cup water to a simmer in a small saucepan over medium-low heat. Remove from heat and let steep 15 minutes.,Strain syrup through a fine-mesh sieve into a pitcher. Add vodka, lemon juice, rose water, and 5 cups water and stir to combine.,Divide cocktail among ice-filled glasses.,If using, fill 2 ice cube trays one-quarter full with water. Add berries and roses to your liking. Freeze until beginning to set, about 1 hour. Fill ice cube trays the rest of the way with water and freeze until solid, 3–4 hours.,Berry syrup can be made 3 days ahead. Cover and chill. Ice cubes can be made 1 month ahead. Keep frozen.,Celebrate the warmer weather with these refreshing spring drinks.,Packed with fresh herbs and bright flavors, these Easter brunch recipes include our favorite egg dishes, sweet buns, and cheeky brunch cocktails.,Variations on the Bloody Mary and the Martini? Yes. But lots more, too.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Pucker up—these recipes put lemon front and center.,Turn up the festivity factor at any holiday party with these Champagne punches, boozy riffs on hot chocolate, non-alcoholic sippers, and more.,Waited until the last minute to plan your cookout menu? Don't panic. Labor Day is all about casual, grillable eats that you can throw together easily.,Embrace the height of summer with tomato salad, grilled steak with citrus, coconut lime pops, and more.,Love yourself? Love someone else? Either way, toast to Valentine's Day with these bright and beautiful cocktails."
2018-06," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,1 (12-oz.) can Pamplemousse La Croix,2 oz. tequila blanco,1 oz. fresh lime juice,1 oz. triple sec,Lime wedge (for serving),Kosher salt,Pour off or drink 5 oz. from pamplemousse so that 7 oz. remain in can. Combine tequila, lime juice, and triple sec in a measuring glass or cocktail shaker. Fill with ice and stir or shake well to combine, about 20 seconds. Strain into can. Rub outside rim of can with lime wedge, then sprinkle with salt.,Ribs, grilled chicken, and corn galore.,Cool off—and get a little tipsy—with these refreshing summer favorites.,Make dad drinks, not dad jokes.,37 tequila drinks to make at home.,Making delicious cocktails doesn't have to be fussy.,Waited until the last minute to plan your cookout menu? Don't panic. Labor Day is all about casual, grillable eats that you can throw together easily.,We polled our staff and these are the tried-and-true recipes we can't get enough of.,Crack open a can for the easiest cocktail you'll make all summer.,The 4th of July is over, but the weekend is just beginning. Keep the party going with soda can cocktails, coconut-lime popsicles, and smoky wedge salads."
2022-05," visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,To revisit this recipe, visit My Account, thenView saved recipes.,3 oz. Prosecco or other sparkling wine, chilled,1½ oz. Aperol,1 oz. club soda, chilled,Orange wheel (for serving),Fill a wine glass halfway with ice, then slowly pour in3 oz. Prosecco,1½ oz. Aperol, and1 oz. club soda.Gently stir once and garnish with an orange wheel.,Looking for June recipes? Find our most popular quick dinners, super easy drinks, and all the best main dishes for your barbecue."
