Date,Ingredients
2022-05,"The song of the summer meets the drink of the summer: The Frozen Cosmopolitan 

I think Carrie Bradshaw would drink this in the summer, don’t you? It’s important to note, frozen or not, that not all cranberry juice is the same! Stay away from the cranberry cocktail juice (loaded with added sugars and stuff) and opt for the Pure Cranberry Juice - it tastes much better I think!

So let’s get into it:
2 oz Vodka, or citrus vodka
3/4 oz Cointreau, or orange liqueur of choice
3/4 oz Fresh lime juice
3/4 oz Cranberry Juice
1 or 2 Cups Ice
Garnish: lime wheel & edible flowers

In a blender (im using the gorgeous @beasthealth ) add all ingredients and blend until smooth. 
Pour into your favorite glass, I recommend a coupe
Garnish & enjoy!

Xoxo, cheers!
#joinjules #cocktail #cocktailsofinstagram #cocktailrecipes #happyhour #drink #drinkrecipe #cosmopolitan #vodka #vodkacocktail #imbibegram #mixologist #easyrecipes #frozen #frozendrink #summer #summerdrinks"
2022-05,"This recipe is trending again so I had to share, this ‘simple’ gin & tonic 

Gin and tonics are just that, simple. But make it your own with some fancy ice cubes, citrus, or even peppercorns. When I use empress gin I love to add citrus to watch the gin change colors. Your gin & tonic journey is ultimately up to you!

For this cocktail:
2 oz @empress1908gin 
Top with @fevertreemixers
Splash of fresh lemon juice

In a glass add ice
Add in your gin and lemon juice
Top with tonic & enjoy!

Xoxo, cheers
#joinjules #ginandtonic #cocktail #cocktailrecipes #drink #drinkrecipe #spring #summer #classiccocktails #gin #easyrecipes"
2022-05,"Citrus Orange Blossom Gin Fizz by our first ever Join Jules Cocktail Club winner @sophiesandsss 

The theme was Spring & I think she absolutely nailed this recipe. Today just so happens to be World Cocktail day so what better way to celebrate than with a cocktail recipe made by YOU! For those of you who don’t know, I have a Facebook Cocktail Club and each month (this being our first) we hold a fun cocktail competition where the members make a cocktail based on the theme I choose, I taste test and pick my top 3 (or sometimes 4) and then the club members vote on their favorite! Winner gets (bragging rights obviously) but I make them a video in my studio that I post and share on all platforms & they are highlighted in my newsletter! It’s all good fun to come together, try new recipes, and sip & enjoy together. 

So here is @sophiesandsss recipe:

Into a shaker:
2 oz gin
0.5 oz orange blossom water
0.5 oz homemade grapefruit simple syrup
0.5 oz freshly squeezed grapefruit juice
Add ice & shake!
Pour into glass of choice over ice and top with a splash of Prosecco. Bonus points for flowers in your ice cubes 🌸 Top with a slice of grapefruit and enjoy the citrus and brightness of spring!

Xoxo, cheers!
#joinjules #joinjulescocktailclub #drink #drinkrecipe #cocktails #gin #gincocktail #spritz #springdrinks #cocktailrecipes #ginfizz"
2022-05,"CEO of spritz season meet margarita queen 🤝 say hello to an Aperol Coconut Margarita

Who said Aperol doesn’t belong in a margarita? It certainly wasn’t me. This may be my new favorite. You get a little bitter and sweet from the Aperol, creaminess from the coconut milk, and of course all the delicious flavors from a margarita. This is my kind of heaven, what say you?

2 oz Tequila (I used @elmayortequila reposado but use what you like)
1 oz Aperol
3/4 oz @cointreau 🍊
3/4 oz Coconut milk
3/4 oz fresh lime juice
1/2 oz simple syrup
Ice
Garnish: Tajin, lime wheel & marigold

In a cocktail shaker add all ingredients, add ice, and shake!
Rim glass with lime juice and rim with Tajin. 
Add ice and strain into glass. 
Garnish & enjoy!

Xoxo, cheers
#joinjules #margarita #margaritarecipe #aperol #coconut #summerdrinks #imbibegram #cocktail #cocktailsofinstagram"
2022-05,"Aperol Spritz season is back, although it never truly left did it? 

If you’re ready for an Aperol Spritz this one is for you. This blood orange spritz couldn’t be easier and can honestly be subbed out for your favorite citrus, instead of blood orange juice you could do grapefruit or even orange! Make it how you like it always. But remember, if you haven’t had an Aperol spritz this year… this is your time to shine!

3 oz Prosecco
3 oz Aperol, I like to do 4 oz here (😉)
1 oz Blood Orange Juice, freshly squeezed or I don’t want it
Top with sparkling water (you can use @sanpellegrino_official or @topochicousa here)
Ice
Garnish: citrus wheels cut in half

In a spritz glass add crushed ice. 
Pour in Prosecco, Aperol, and blood orange juice. 
Top with desired sparkling water. 
stir together & garnish!

Xoxo, cheers
#joinjules #spritz #spritzseason #aperol #aperolspritz #drink #drinkrecipe #cocktail #cocktailrecipes #italia #italianrecipe"
2022-05,"Let’s make a riff off the Pimms cup! I’ve always struggled with wanting to make the classic recipe but somehow making it my own. So here’s my take!

But don’t worry, the classic pimms cup recipe is easy:
2 oz Pimm’s No. 1 + 1/2 oz Lemon Juice in a highball glass & topped with ginger ale. 

Here’s my riff:
3/4 oz Lemon Juice, freshly squeezed
1/2 oz Cucumber simple syrup
1.5 oz Gin
1 oz Pimm’s No. 1
Ice
Ginger ale or soda water
Garnish: cucumber slices, mint, lemon wheel, strawberries & marigold

In a cocktail shaker add gin, Pimm’s, Lemon Juice, simple syrup, and ice. 
Shake for 30 seconds & double strain into a highball glass filled with crushed ice. 
Top with your desired bubbles. 
Garnish & enjoy!

Xoxo, cheers 
#joinjules #pimms #pimmscup #cocktails #cocktailrecipes #classiccocktails #drink #drinkrecipe #gin #gincocktail"
2022-05,"You don’t have to be in New York to kick off the weekend with a New York Sour! 

This is one of my favorites and is a classic for a reason. Who doesn’t love a layered cocktail?

Ingredients:
1 oz Lemon Juice
3/4 oz Simple Syrup
2 oz Bourbon
1 egg white
1-2 oz red wine (try a Shiraz, Malbec, Chianti, or red blend)
Ice

In a cocktail shaker add fresh lemon juice, simple syrup, bourbon, and egg white. 
Dry shake without ice. 
Add ice and shake again. 
Strain into a rocks glass and add a big block of ice. 
Top with red wine. 
Garnish with a dehydrated citrus wheel & enjoy!

Xoxo, cheers 
#joinjules #newyorksour #bourbon #bourboncocktails #cocktailrecipes #recipe #drinkrecipe #classiccocktails"
2022-05,"How are you celebrating Cinco de Mayo? Let’s start with some margaritas! 

Check out my latest IG guide that shares all my favorite margaritas I’ve made these last two years. Which margarita is your favorite?

Xoxo, cheers! 
#joinjules #margarita #margaritarecipe #recipe #cincodemayo"
2022-05,"What’s better than one French 75? A frozen French 75 🍋

Two part series for a Mothers Day classic cocktail the French 75. I think this is a perfect drink for mom this weekend whether you’re doing the classic or frozen. I will say, if you’re doing the frozen French 75 I wouldn’t go top shelf with the champagne since you’re diluting with that ice. 

Ready for this one? It’s the same as the classic French 75 recipe
2 oz Gin
3/4 oz Lemon Juice
1/2 oz Simple Syrup
4 or 5 oz of champagne
Ice, about 1 cup
Garnish: sage leaves

Add all ingredients in your blender. 
Blend until smooth. 
Pour into a coupe glass. 
Garnish & enjoy!

Xoxo, cheers
#joinjules #french75 #champagne #gin #gincocktail #mothersday #mothersdayrecipe #cocktail #cocktailrecipes #drink #drinkrecipe"
2022-05,"The French 75 is a classic cocktail and perfect for Mother’s Day because who doesn’t love a champagne cocktail? 

This is a two part series so today I thought we’d start with the classic recipe. Stay tuned for tomorrow… it’s a very fun twist on this!

French 75 has four main ingredients:
2 oz Gin
3/4 oz lemon juice, freshly squeezed
1/2 oz simple syrup or honey syrup
Champagne

To make the cocktail:
Add gin, lemon juice and simple syrup to a cocktail shaker. 
Add ice and shake. 
Strain into a coupe glass and top with champagne. 
Garnish with a lemon twist, dehydrated lemon wheel, or a sage leaf!

Xoxo, cheers
#joinjules #french75 #champagne #champagnecocktail #cocktail #cocktailrecipes #recipe #drink #mothersday #classiccocktails"
2022-04,"Looking to make a cocktail this weekend but don’t have a lot of ingredients? Well, do I have a cocktail for you… The Bees Knees 

This cocktail is only 3 ingredients: Gin, Lemon Juice, & Honey Syrup. I know what you’re thinking, Jules I don’t have a honey syrup! Don’t worry, I’ve got a quick fix for that too - if you have honey, you have honey syrup. Just add equal parts honey to hot water in a mason jar and shake until the honey has dissolved to make a syrup. See? Easy right!

Let’s get into it:
2 oz Gin
3/4 oz Lemon Juice
1/2 oz Honey Syrup

In a cocktail shaker add all ingredients. 
Add ice to a coupe glass, add water and set aside to let chill the glass. 
Add ice to the cocktail shaker and shake. 
Dump the water and ice from the coupe glass. 
Double strain into the glass. 
Garnish with a lemon twist or dehydrated lemon wheel. 

Xoxo, cheers!
#joinjules #beesknees #gin #lemon #honey #easyrecipes #drink #drinkrecipe #cocktails #spring #springdrinks #imbibegram"
2022-04,"With Cinco de Mayo right around the corner i have to make sure everyone knows how to make a classic margarita.So, It’s time to throw out the sour mix and use the right ingredients. 

5 ingredients: Lime Juice, Cointreau, Tequila, Ice, & Salt. That’s it 👏🏼 if you like your margaritas a little sweet you can add about a 1/2 oz of agave but trust me, try the classic without a sweetener first. 

Once you know the classic you can start adding fun stuff like coconut milk, pineapple juice, or jalapeños!

Remember, make it right the first time so you know what good tastes like. 

2 oz Tequila
1 oz Lime Juice
3/4 oz Cointreau
Ice
Salt, or Tajin
Garnish: lime wheels

Add tequila, lime juice (it must be fresh!!), and Cointreau into a shaker with ice. 
Shake for 30 seconds. 
Using a lime wedge rim glass with lime juice and rim in salt or Tajin. 
Double strain into a glass & garnish!

Xoxo, cheers!

Glassware @cb2 
Shaker set @abarabove 

#joinjules #margarita #tequila #easyrecipes #classiccocktails #cocktails #imbibegram #drink #drinkrecipes"
2022-04,"Looking for a little liquid sunshine today? This might be what you’re looking for: Spiked Brazilian Lemonade 🍋

Spike or don’t, it’s up to you! You can spike this with your favorite, tequila, Mezcal, or even vodka. What would you prefer to spike this with?

Let’s get into it:

2 limes, ends trimmed, quartered
2 lemons, ends trimmed, quartered
1/ 2 cup sweetened condensed milk, plus more to taste depending on preference

Add all ingredients to a high speed blender and cover with 6 cups cold water. Blend for about 10-15 seconds at high speed, then strain through a fine mesh strainer. Discard solids.

For the cocktail: 
1.5 oz Mezcal, tequila, or vodka
4 oz Lemonade
Ice
Creamy foam to top

Add lemonade and desired spirit to an ice filled cocktail shaker. 
Shake for 30 seconds, then strain into final glass. 
Top with creamy lemonade foam.

Xoxo, cheers 🍋
#joinjules #lemonade #brazilianlemonade #spiked #drink #drinkrecipe #cocktail #cocktailrecipes #lemon #spring #summer"
2022-04,"One of my favorite cocktails and personally a cocktail that I believe is very underrated, the daiquiri

It’s the definition of balance using only 3 ingredients. Remember ingredients matter here, so use the good stuff! If it isn’t fresh, I don’t want it 👏🏼👏🏼👏🏼

Let’s get into it:
2 oz Rum, light or white rum (some good options: @equianorum @flordecanarum @zacaparumusa @diplomaticorum @tentoonerum 
1 oz Lime Juice
3/4 oz simple syrup, I used a pineapple syrup
Ice
Garnish: lime wheel

In a cocktail shaker add all ingredients. 
Add ice and shake. 
Double strain into a chilled coupe. 
Garnish & enjoy!

Xoxo, cheers
#joinjules #daiquiri #rum #rumcocktails #drink #drinkrecipes #cocktail #cocktailrecipes #summer #easyrecipes #imbibegram"
2022-04,"When it comes to glassware, there is so much out there. But I’ve always found that some of my favorite pieces are the ones that have been thrifted. So, the spirit of earth day I thought I should highlight @shopkitchensforgood 

This cute little store recently opened in my neighborhood and I went in and learned about what they are doing. Not only is this a shop with an unbelievable glassware selection but they are also a place where you can donate your used kitchen goods!

To go back even further, @kitchensforgood is a non profit that focuses on, “Culinary Apprenticeship Program that would provide workforce training to individuals hardest hit by unemployment and food insecurity.” Truly a place that im so glad I found & will be donating my many glasses to!!

If you’re local to San Diego check it out! If you’re not local, here’s a reminder to find your local thrift stores, thrift glassware, and donate your own goods when you’re ready to part with them. 

Happy earth day everyone! 

Xoxo, cheers"
2022-04,"The cocktail for the weekend: Kentucky Jungle Bird

I realized I don’t make enough bourbon/whiskey cocktails on here so I wanted to switch it up. Spring makes me dream of the Jungle Bird cocktail and so I wanted to try it with bourbon and boy is this IT 🔥

Using fresh ingredients really makes this cocktail (aka fresh pineapple juice) I also have subbed the Simple syrup for a banana Simple syrup & passion fruit liqueur for fresh passion fruit juice. So really, use what you like here!

Let’s get into it:
1.5 oz Bourbon
3/4 oz Campari
1.5 oz Pineapple Juice, fresh
3/4 oz Lime Juice
1/2 oz simple syrup
1/2 oz passion fruit liqueur
Ice
Garnish: pineapple leaves, lime wheel

In a cocktail shaker add all ingredients and ice. 
Shake for 30 seconds. 
Double strain into a final glass with ice. 
Garnish & enjoy!

Xoxo, cheers
#joinjules #cocktail #cocktailrecipes #junglebird #campari #bourbon #summerdrinks #drinkrecipes"
2022-04,"Sharing my coffee morning routine

Double espresso, splash of maple syrup, tsp of vanilla extract in a mason jar. Add ice and coconut milk. Shake. 
Pour into your favorite iced coffee glass & top with frothed coconut milk

Currently on cup number 2 

Xoxo, cheers!"
2022-04,"Tequila tuesdays??? Let’s make a Citrus Tequila Spritz 

This one is a simple one (can be made into an easy mocktail too) The key to this recipe, and let’s be real to EVERY recipe, is the importance of freshly squeezed citrus. A perfect way to use up your citrus if it’s on the outs is to make this drink!

Let’s get into it
1.5 oz Tequíla
3/4 oz Grapefruit Juice
1/2 oz Lime Juice
3/4 oz Orange Juice
1/2 oz Simple Syrup
8-10 drops @disco__inferno__ 🔥 (or you can use a jalapeño simple syrup to sub for these drops instead of regular syrup)
Soda Water or sparkling water (I used @zevia lemon lime twist)
Ice
Garnish: citrus wheel & edible flowers

In a cocktail shaker add all citrus, tequila, syrup and drops. 
Add ice and shake. 
Double strain (or single strain it’s really up to you) into a highball glass with ice. 
Top with soda water & garnish. 

Xoxo, cheers!
#joinjules #tequila #spritz #cocktail #cocktailrecipes #drink #drinkrecipes #citrus #grapefruit #orange #lime #summer"
2022-04,"Can’t decide between dessert or a cocktail? Have both!

Happy Easter & Happy Sunday from this Sorbet Spritz & me!

This one is so easy, delicious and festive! Try it for yourself or let me know what you’re drinking today 

Let’s make a Sorbet Spritz

2 scoops of Lemon Sorbet
2 scoops of Raspberry Sorbet
Prosecco
1.5 oz Citrus Vodka
Soda Water
Garnish: Lemon Wheels & Mint

Add all ingredients into a glass, stir & garnish. 

Xoxo, cheers!
#joinjules #spritz #dessert #drink #drinkrecipes #cocktail #sorbet #icecream #prosecco #vodka #easter"
2022-04,"Edible flowers 101

There are a lot of edible flowers out there, it’s hard to list them all but here are some of the most popular ones:
Marigolds
Viola’s 
Nasturtium
Pansy flowers
Chamomile
Dahlia
Roses
Hibiscus
Micro orchid
Verbena
Orchid

Now where can you get them?
Most grocery stores sell them and you can find them in the Refrigerated section near the mint or rosemary (the herbs that are already packaged) but check first for brands like:
@jacobsfarmdelcabo 
@freshoriginsmicrogreens 
@melissasproduce 

I go to my local restaurant supply store @specialtyproduce for mine with a huge selection so finding a your local supply store might be a safe bet.

If you can’t edible flowers in your area, plant them yourself! Almost every plant store will have edible flowers.

Have questions? Let me know!

Xoxo, cheers
#joinjules #spring #garden #flower #edibleflowers #cocktail #garnish"
2022-04,"Monthly Join Jules cocktail: Mezcal Aperol Sour 

It’s hard to pick one favorite cocktail. I love Mezcal cocktails, Aperol Spritz, Egg White cocktails & Pineapple juice. So I decided to put them all together to make this beauty. After tasting I still think it needs a zinger like Chile liqueur or even green chartreuse but this cocktail is overall a perfect cocktail to try this month. 

Ingredients:
1/2 oz Agave
3/4 oz Lime Juice
1 oz Pineapple Juice
3/4 oz Cointreau
1 oz Aperol
2 oz Mezcal
1 Egg White
Ice
Garnish: edible flowers & citrus wheel

Add all ingredients into a cocktail shaker and shake without ice. 
Add ice and shake again. 
Double strain into a coupe glass and garnish. 

Xoxo, cheers from yours truly
#joinjules #cocktail #cocktailrecipes #eggwhite #mezcal #aperol #drink #drinkrecipes"
2022-04,"Two things happening here:

Flower ice cubes
The best lemonade inspired cocktail I’ve ever made

Let’s start with the ice cubes. These clear flower cubes will transform any drink. They are perfection. I recommend getting a clear ice cube maker tray to make these. (I have a whole Amazon section linked in my bio)

Now the cocktail: simplicity at its finest. 

1 oz Limonecello
3/4 oz Elderflower liqueur (@stgermaindrinks )
1/2 oz Fresh Lemon Juice
Tonic Water (@fevertreemixers )

Add these ingredients into a glass with ice and top with tonic. 
It’s that simple and easy. 

brb going to make another one it’s so good. 

Xoxo, cheers!
#joinjules #flower #flowericecubes #icecube #drink #drinkrecipes #limoncello #cocktail #cocktailrecipes"
2022-04,"Looking for a Spring or Easter cocktail? Try this Vodka Guava Sour

I think an underrated ingredient is guava and this is the perfect way to use it! Garnish with some edible flowers and BAM the perfect spring inspired drink

Here’s the recipe:
2 oz Vodka
1 oz Guava
3/4 oz Lemon Juice
1/2 oz Simple Syrup
1 tsp Rose Water
1 egg white
Ice
Garnish: edible flowers

In a cocktail shaker add all ingredients and dry shake (shake without ice)
After 20 seconds, add ice and shake again. 
Double strain into a coupe glass. 
Garnish & enjoy

Xoxo, cheers!
#joinjules #spring #springdrinks #easter #easterdrinks #cocktail #cocktailrecipes #guava #guavajuice #eggwhite"
2022-04,"Starting your at home bar or bar cart? You know you’ll want to have your favorite: Tequila (Blanco & reposado), Vodka, Gin, whiskey or bourbon, and Rum (white rum and dark rum) but you’ll also want specialty liqueurs. Not all liqueurs are the same so here are some of my favorites I always have stocked in my home bar

Coffee Liqueur:
Espresso Martini’s 
White Russians
You could even make a coffee old fashioned
Coffee liqueur is a must have for coffee lovers like myself
If you love sweet, dessert or coffee types of cocktails than adding coffee liqueur to your recipes is a must try!

Orange Liqueur
Orange liqueur is that bottle that everyone should have in their bar. It’s used in so many different cocktail recipes and one of the most popular recipes a Margarita
You’ll use orange liqueur in a margarita, a sidecar cocktail and even a mai tai

You can buy: Cointreau, Grand mariner, orange curaçao but do note that some are different than others and a great starting point is cointreau or triple sec. 

Aperol and Campari
Whether you’re a spritzer or a Negroni, I think it’s necessary to have both. Aperol is used in classic cocktails like the Aperol spritz, Paper plane, or even an Aperol tonic!
Campari is also one of those must haves: used in my favorite, the Negroni, a Jungle bird, or even a simple Garibaldi cocktail. You can find so many recipes using both of these liqueurs I recommend you get them!

Chile Liqueur
This is one of my favorite ways to literally spice up a drink. Spice up a margarita or even a classic gin sour recipe. Now Chile liqueur is a fun one for me, as I like spice to my cocktails but you can also get a st. Germain or chambord liqueur really whatever your preference is in taste. I just recommend you get a fun flavored liqueur that you can play with. 

Again - personal preference but I think you should stalk your bar with green chartreuse and maraschino liqueur for the last word or last of the Oaxacans. But I love using both in recipes and playing with them

On that note, looks like I’m off to get more green chartreuse! Comment your questions below

One thing to note too, I recommend having a Sweet and Dry vermouth! That’s a staple too

Xoxo, cheers"
2022-04,"Honey Lemon & Basil Shaken Espresso Spritz, trust me on this one. 

While traveling to Mexico we got these lemonade espresso spritz coffees and they were so delicious and reminded me of a warm and sunny spring day! So, i wanted to recreate it with local honey, fresh Basil and of course fresh lemon juice!

& for those asking for an update on the new Espresso Machine: I’m in love. It is taking me a minute to get the perfect espresso pull but practice makes perfect & I’m keeping the handbook very close for now lol

In a mason jar add 1 tsp honey, 1/2 lemon juiced, and espresso. 
Add ice and shake. 
In a tall glass add tonic water & top with the shaken espresso. 
Garnish with fresh Basil or a lemon wedge. 

Xoxo, cheers!
#joinjules #coffee #icedcoffee #espresso #shakenespresso #lemonade #spritz #drink #drinkrecipes"
2022-05,"Together with @QMixers, we invite you to Tales of the Cocktail to connect with and learn from the hottest leaders in the industry! 🙌 Can't wait to see you July 25-29. Celebrate Tales turning 20 with us by purchasing your tickets today. 🔗 is in the bio!"
